n,average
33174,999.879
33175,999.864
33176,999.849
33176,999.864
33177,999.849
33177,999.864
33178,999.849
33179,999.834
33180,999.819
33180,999.834
33181,999.819
33181,999.834
33181,999.849
33181,999.864
33181,999.879
33181,999.895
33181,999.91
33181,999.925
33182,999.91
33183,999.895
33184,999.879
33184,999.895
33184,999.91
33185,999.895
33186,999.879
33186,999.895
33187,999.879
33187,999.895
33188,999.879
33188,999.895
33188,999.91
33188,999.925
33189,999.91
33189,999.925
33189,999.94
33189,999.955
33190,999.94
33190,999.955
33190,999.97
33190,999.985
33191,999.97
33192,999.955
33192,999.97
33192,999.985
33192,1000
33192,1000.02
33192,1000.03
33193,1000.02
33193,1000.03
33193,1000.05
33194,1000.03
33195,1000.02
33196,1000
33197,999.985
33198,999.97
33198,999.985
33199,999.97
33200,999.955
33200,999.97
33201,999.955
33202,999.94
33202,999.955
33202,999.97
33202,999.985
33203,999.97
33203,999.985
33203,1000
33204,999.985
33204,1000
33205,999.985
33205,1000
33205,1000.02
33205,1000.03
33205,1000.05
33206,1000.03
33207,1000.02
33207,1000.03
33207,1000.05
33207,1000.06
33207,1000.08
33207,1000.09
33208,1000.08
33209,1000.06
33210,1000.05
33210,1000.06
33210,1000.08
33210,1000.09
33210,1000.11
33210,1000.12
33210,1000.14
33210,1000.15
33211,1000.14
33211,1000.15
33212,1000.14
33213,1000.12
33214,1000.11
33215,1000.09
33215,1000.11
33216,1000.09
33216,1000.11
33216,1000.12
33216,1000.14
33217,1000.12
33218,1000.11
33218,1000.12
33218,1000.14
33219,1000.12
33220,1000.11
33220,1000.12
33220,1000.14
33220,1000.15
33220,1000.17
33220,1000.18
33220,1000.2
33220,1000.21
33221,1000.2
33221,1000.21
33222,1000.2
33222,1000.21
33223,1000.2
33223,1000.21
33223,1000.23
33224,1000.21
33225,1000.2
33226,1000.18
33227,1000.17
33227,1000.18
33227,1000.2
33227,1000.21
33227,1000.23
33228,1000.21
33229,1000.2
33230,1000.18
33230,1000.2
33231,1000.18
33232,1000.17
33232,1000.18
33233,1000.17
33234,1000.15
33234,1000.17
33235,1000.15
33235,1000.17
33235,1000.18
33236,1000.17
33237,1000.15
33237,1000.17
33237,1000.18
33238,1000.17
33239,1000.15
33239,1000.17
33240,1000.15
33241,1000.14
33241,1000.15
33242,1000.14
33243,1000.12
33243,1000.14
33244,1000.12
33244,1000.14
33245,1000.12
33245,1000.14
33245,1000.15
33246,1000.14
33246,1000.15
33247,1000.14
33247,1000.15
33248,1000.14
33249,1000.12
33250,1000.11
33250,1000.12
33250,1000.14
33250,1000.15
33251,1000.14
33251,1000.15
33252,1000.14
33252,1000.15
33252,1000.17
33253,1000.15
33254,1000.14
33255,1000.12
33256,1000.11
33257,1000.09
33257,1000.11
33258,1000.09
33259,1000.08
33259,1000.09
33259,1000.11
33259,1000.12
33259,1000.14
33259,1000.15
33259,1000.17
33260,1000.15
33261,1000.14
33261,1000.15
33261,1000.17
33262,1000.15
33263,1000.14
33264,1000.12
33264,1000.14
33264,1000.15
33265,1000.14
33266,1000.12
33267,1000.11
33268,1000.09
33268,1000.11
33268,1000.12
33269,1000.11
33270,1000.09
33270,1000.11
33270,1000.12
33271,1000.11
33271,1000.12
33272,1000.11
33273,1000.09
33273,1000.11
33273,1000.12
33274,1000.11
33275,1000.09
33275,1000.11
33275,1000.12
33276,1000.11
33277,1000.09
33277,1000.11
33277,1000.12
33277,1000.14
33277,1000.15
33278,1000.14
33278,1000.15
33278,1000.17
33278,1000.18
33279,1000.17
33279,1000.18
33280,1000.17
33281,1000.15
33281,1000.17
33282,1000.15
33282,1000.17
33282,1000.18
33283,1000.17
33284,1000.15
33284,1000.17
33285,1000.15
33285,1000.17
33285,1000.18
33286,1000.17
33287,1000.15
33288,1000.14
33288,1000.15
33288,1000.17
33289,1000.15
33289,1000.17
33289,1000.18
33290,1000.17
33290,1000.18
33291,1000.17
33291,1000.18
33291,1000.2
33291,1000.21
33291,1000.23
33292,1000.21
33292,1000.23
33293,1000.21
33294,1000.2
33295,1000.18
33296,1000.17
33296,1000.18
33296,1000.2
33296,1000.21
33297,1000.2
33297,1000.21
33297,1000.23
33297,1000.24
33298,1000.23
33299,1000.21
33299,1000.23
33299,1000.24
33299,1000.26
33299,1000.27
33300,1000.26
33301,1000.24
33302,1000.23
33303,1000.21
33304,1000.2
33305,1000.18
33305,1000.2
33306,1000.18
33306,1000.2
33306,1000.21
33307,1000.2
33308,1000.18
33309,1000.17
33309,1000.18
33310,1000.17
33310,1000.18
33311,1000.17
33311,1000.18
33311,1000.2
33312,1000.18
33313,1000.17
33314,1000.15
33314,1000.17
33315,1000.15
33316,1000.14
33317,1000.12
33318,1000.11
33319,1000.09
33319,1000.11
33320,1000.09
33320,1000.11
33320,1000.12
33320,1000.14
33321,1000.12
33321,1000.14
33322,1000.12
33323,1000.11
33323,1000.12
33323,1000.14
33323,1000.15
33324,1000.14
33325,1000.12
33326,1000.11
33327,1000.09
33327,1000.11
33328,1000.09
33328,1000.11
33329,1000.09
33329,1000.11
33330,1000.09
33330,1000.11
33331,1000.09
33332,1000.08
33332,1000.09
33332,1000.11
33332,1000.12
33333,1000.11
33333,1000.12
33333,1000.14
33333,1000.15
33333,1000.17
33334,1000.15
33334,1000.16
33334,1000.18
33334,1000.19
33334,1000.21
33334,1000.22
33335,1000.21
33336,1000.19
33336,1000.21
33337,1000.19
33338,1000.18
33338,1000.19
33338,1000.21
33339,1000.19
33339,1000.21
33339,1000.22
33340,1000.21
33341,1000.19
33342,1000.18
33343,1000.16
33344,1000.15
33345,1000.13
33346,1000.12
33346,1000.13
33347,1000.12
33348,1000.1
33349,1000.09
33350,1000.07
33351,1000.06
33351,1000.07
33351,1000.09
33352,1000.07
33352,1000.09
33353,1000.07
33354,1000.06
33355,1000.04
33355,1000.06
33355,1000.07
33356,1000.06
33356,1000.07
33357,1000.06
33358,1000.04
33359,1000.03
33360,1000.01
33360,1000.03
33361,1000.01
33361,1000.03
33361,1000.04
33361,1000.06
33361,1000.07
33361,1000.09
33362,1000.07
33362,1000.09
33363,1000.07
33363,1000.09
33364,1000.07
33365,1000.06
33366,1000.04
33366,1000.06
33367,1000.04
33367,1000.06
33368,1000.04
33369,1000.03
33370,1000.01
33371,1000
33371,1000.01
33372,1000
33373,999.985
33374,999.97
33374,999.985
33375,999.97
33375,999.985
33375,1000
33375,1000.01
33376,1000
33376,1000.01
33376,1000.03
33377,1000.01
33378,1000
33378,1000.01
33378,1000.03
33379,1000.01
33379,1000.03
33380,1000.01
33381,1000
33381,1000.01
33381,1000.03
33382,1000.01
33382,1000.03
33383,1000.01
33384,1000
33384,1000.01
33384,1000.03
33385,1000.01
33386,1000
33387,999.985
33387,1000
33388,999.985
33389,999.97
33390,999.955
33391,999.94
33391,999.955
33392,999.94
33392,999.955
33393,999.94
33394,999.925
33394,999.94
33395,999.925
33395,999.94
33396,999.925
33397,999.91
33398,999.895
33399,999.88
33400,999.865
33401,999.85
33401,999.865
33402,999.85
33402,999.865
33402,999.88
33402,999.895
33402,999.91
33403,999.895
33403,999.91
33403,999.925
33403,999.94
33403,999.955
33403,999.97
33404,999.955
33404,999.97
33405,999.955
33406,999.94
33407,999.925
33407,999.94
33407,999.955
33407,999.97
33407,999.985
33408,999.97
33408,999.985
33408,1000
33409,999.985
33410,999.97
33410,999.985
33411,999.97
33411,999.985
33411,1000
33411,1000.01
33411,1000.03
33412,1000.01
33412,1000.03
33412,1000.04
33413,1000.03
33414,1000.01
33415,1000
33415,1000.01
33415,1000.03
33416,1000.01
33416,1000.03
33417,1000.01
33417,1000.03
33417,1000.04
33418,1000.03
33418,1000.04
33419,1000.03
33419,1000.04
33419,1000.06
33419,1000.07
33419,1000.09
33419,1000.1
33419,1000.12
33420,1000.1
33420,1000.12
33421,1000.1
33422,1000.09
33422,1000.1
33422,1000.12
33422,1000.13
33423,1000.12
33424,1000.1
33425,1000.09
33426,1000.07
33427,1000.06
33428,1000.04
33429,1000.03
33429,1000.04
33429,1000.06
33429,1000.07
33429,1000.09
33430,1000.07
33431,1000.06
33432,1000.04
33433,1000.03
33434,1000.01
33435,1000
33435,1000.01
33436,1000
33437,999.985
33437,1000
33437,1000.01
33438,1000
33438,1000.01
33438,1000.03
33439,1000.01
33440,1000
33441,999.985
33442,999.97
33442,999.985
33442,1000
33442,1000.01
33442,1000.03
33443,1000.01
33443,1000.03
33443,1000.04
33444,1000.03
33445,1000.01
33446,1000
33446,1000.01
33447,1000
33447,1000.01
33448,1000
33449,999.985
33449,1000
33449,1000.01
33449,1000.03
33450,1000.01
33450,1000.03
33451,1000.01
33451,1000.03
33452,1000.01
33452,1000.03
33453,1000.01
33454,1000
33455,999.985
33456,999.97
33456,999.985
33456,1000
33456,1000.01
33456,1000.03
33457,1000.01
33458,1000
33459,999.985
33460,999.97
33461,999.955
33462,999.94
33463,999.925
33464,999.91
33465,999.895
33465,999.91
33465,999.925
33466,999.91
33466,999.925
33466,999.94
33466,999.955
33467,999.94
33467,999.955
33467,999.97
33468,999.955
33469,999.94
33470,999.925
33470,999.94
33471,999.925
33472,999.91
33472,999.925
33472,999.94
33473,999.925
33474,999.91
33475,999.895
33475,999.91
33475,999.925
33476,999.91
33476,999.925
33476,999.94
33477,999.925
33477,999.94
33478,999.925
33478,999.94
33478,999.955
33478,999.97
33478,999.985
33479,999.97
33480,999.955
33481,999.94
33481,999.955
33481,999.97
33481,999.985
33482,999.97
33483,999.955
33483,999.97
33484,999.955
33484,999.97
33484,999.985
33484,1000
33484,1000.01
33484,1000.03
33484,1000.04
33484,1000.06
33484,1000.07
33485,1000.06
33486,1000.04
33486,1000.06
33486,1000.07
33487,1000.06
33487,1000.07
33488,1000.06
33489,1000.04
33489,1000.06
33490,1000.04
33491,1000.03
33492,1000.01
33492,1000.03
33493,1000.01
33493,1000.03
33493,1000.04
33494,1000.03
33495,1000.01
33495,1000.03
33496,1000.01
33496,1000.03
33496,1000.04
33497,1000.03
33497,1000.04
33498,1000.03
33498,1000.04
33498,1000.06
33499,1000.04
33499,1000.06
33499,1000.07
33499,1000.09
33499,1000.1
33500,1000.09
33500,1000.1
33501,1000.09
33501,1000.1
33501,1000.12
33501,1000.13
33502,1000.12
33502,1000.13
33502,1000.15
33503,1000.13
33503,1000.15
33504,1000.13
33505,1000.12
33505,1000.13
33506,1000.12
33507,1000.1
33508,1000.09
33509,1000.07
33510,1000.06
33510,1000.07
33511,1000.06
33511,1000.07
33511,1000.09
33511,1000.1
33512,1000.09
33512,1000.1
33513,1000.09
33513,1000.1
33514,1000.09
33515,1000.07
33516,1000.06
33517,1000.04
33517,1000.06
33518,1000.04
33518,1000.06
33518,1000.07
33519,1000.06
33520,1000.04
33521,1000.03
33522,1000.01
33523,1000
33524,999.985
33525,999.97
33526,999.955
33526,999.97
33526,999.985
33526,1000
33527,999.985
33528,999.97
33528,999.985
33528,1000
33528,1000.01
33528,1000.03
33529,1000.01
33529,1000.03
33530,1000.01
33530,1000.03
33530,1000.04
33530,1000.06
33531,1000.04
33532,1000.03
33532,1000.04
33532,1000.06
33533,1000.04
33533,1000.06
33533,1000.07
33533,1000.09
33534,1000.07
33535,1000.06
33535,1000.07
33536,1000.06
33536,1000.07
33537,1000.06
33537,1000.07
33537,1000.09
33538,1000.07
33538,1000.09
33539,1000.07
33539,1000.09
33540,1000.07
33540,1000.09
33541,1000.07
33541,1000.09
33541,1000.1
33541,1000.12
33541,1000.13
33541,1000.15
33541,1000.16
33541,1000.18
33542,1000.16
33542,1000.18
33542,1000.19
33542,1000.21
33543,1000.19
33543,1000.21
33543,1000.22
33543,1000.24
33543,1000.25
33543,1000.27
33544,1000.25
33545,1000.24
33545,1000.25
33545,1000.27
33546,1000.25
33546,1000.27
33546,1000.28
33546,1000.3
33546,1000.31
33547,1000.3
33548,1000.28
33549,1000.27
33550,1000.25
33550,1000.27
33551,1000.25
33551,1000.27
33552,1000.25
33553,1000.24
33553,1000.25
33553,1000.27
33554,1000.25
33555,1000.24
33555,1000.25
33555,1000.27
33556,1000.25
33557,1000.24
33557,1000.25
33558,1000.24
33559,1000.22
33560,1000.21
33560,1000.22
33561,1000.21
33562,1000.19
33563,1000.18
33564,1000.16
33565,1000.15
33565,1000.16
33566,1000.15
33567,1000.13
33568,1000.12
33568,1000.13
33569,1000.12
33570,1000.1
33570,1000.12
33570,1000.13
33570,1000.15
33570,1000.16
33571,1000.15
33572,1000.13
33573,1000.12
33573,1000.13
33573,1000.15
33574,1000.13
33575,1000.12
33575,1000.13
33575,1000.15
33576,1000.13
33576,1000.15
33576,1000.16
33576,1000.18
33576,1000.19
33576,1000.21
33576,1000.22
33577,1000.21
33577,1000.22
33577,1000.24
33577,1000.25
33578,1000.24
33579,1000.22
33580,1000.21
33581,1000.19
33581,1000.21
33582,1000.19
33583,1000.18
33584,1000.16
33584,1000.18
33585,1000.16
33585,1000.18
33586,1000.16
33586,1000.18
33586,1000.19
33586,1000.21
33586,1000.22
33586,1000.24
33586,1000.25
33587,1000.24
33587,1000.25
33587,1000.27
33587,1000.28
33587,1000.3
33588,1000.28
33588,1000.3
33588,1000.31
33589,1000.3
33589,1000.31
33590,1000.3
33590,1000.31
33590,1000.33
33591,1000.31
33592,1000.3
33593,1000.28
33593,1000.3
33594,1000.28
33595,1000.27
33595,1000.28
33595,1000.3
33595,1000.31
33596,1000.3
33597,1000.28
33598,1000.27
33599,1000.25
33600,1000.24
33600,1000.25
33600,1000.27
33601,1000.25
33602,1000.24
33602,1000.25
33603,1000.24
33603,1000.25
33604,1000.24
33604,1000.25
33605,1000.24
33606,1000.22
33606,1000.24
33607,1000.22
33608,1000.21
33609,1000.19
33609,1000.21
33609,1000.22
33610,1000.21
33611,1000.19
33612,1000.18
33613,1000.16
33613,1000.18
33613,1000.19
33613,1000.21
33613,1000.22
33613,1000.24
33614,1000.22
33615,1000.21
33616,1000.19
33616,1000.21
33617,1000.19
33618,1000.18
33619,1000.16
33620,1000.15
33620,1000.16
33620,1000.18
33621,1000.16
33621,1000.18
33622,1000.16
33623,1000.15
33624,1000.13
33624,1000.15
33624,1000.16
33624,1000.18
33625,1000.16
33625,1000.18
33626,1000.16
33627,1000.15
33628,1000.13
33628,1000.15
33628,1000.16
33629,1000.15
33630,1000.13
33631,1000.12
33632,1000.1
33633,1000.09
33633,1000.1
33633,1000.12
33634,1000.1
33635,1000.09
33636,1000.07
33637,1000.06
33637,1000.07
33638,1000.06
33639,1000.04
33639,1000.06
33639,1000.07
33639,1000.09
33640,1000.07
33640,1000.09
33640,1000.1
33641,1000.09
33641,1000.1
33641,1000.12
33641,1000.13
33641,1000.15
33642,1000.13
33643,1000.12
33644,1000.1
33644,1000.12
33645,1000.1
33645,1000.12
33646,1000.1
33646,1000.12
33646,1000.13
33646,1000.15
33646,1000.16
33646,1000.18
33646,1000.19
33647,1000.18
33647,1000.19
33648,1000.18
33648,1000.19
33648,1000.21
33648,1000.22
33649,1000.21
33650,1000.19
33650,1000.21
33650,1000.22
33650,1000.24
33651,1000.22
33652,1000.21
33653,1000.19
33654,1000.18
33654,1000.19
33655,1000.18
33656,1000.16
33656,1000.18
33657,1000.16
33658,1000.15
33659,1000.13
33660,1000.12
33660,1000.13
33660,1000.15
33661,1000.13
33661,1000.15
33661,1000.16
33661,1000.18
33662,1000.16
33662,1000.18
33662,1000.19
33662,1000.21
33663,1000.19
33663,1000.21
33663,1000.22
33663,1000.24
33664,1000.22
33665,1000.21
33666,1000.19
33667,1000.18
33667,1000.19
33668,1000.18
33669,1000.16
33670,1000.15
33670,1000.16
33670,1000.18
33671,1000.16
33671,1000.18
33671,1000.19
33671,1000.21
33672,1000.19
33672,1000.21
33672,1000.22
33672,1000.24
33672,1000.25
33673,1000.24
33674,1000.22
33675,1000.21
33676,1000.19
33677,1000.18
33678,1000.16
33679,1000.15
33679,1000.16
33680,1000.15
33681,1000.13
33682,1000.12
33682,1000.13
33683,1000.12
33684,1000.1
33685,1000.09
33686,1000.07
33687,1000.06
33687,1000.07
33687,1000.09
33687,1000.1
33687,1000.12
33687,1000.13
33688,1000.12
33689,1000.1
33689,1000.12
33689,1000.13
33690,1000.12
33691,1000.1
33691,1000.12
33691,1000.13
33692,1000.12
33692,1000.13
33692,1000.15
33693,1000.13
33694,1000.12
33694,1000.13
33695,1000.12
33695,1000.13
33696,1000.12
33696,1000.13
33696,1000.15
33696,1000.16
33696,1000.18
33697,1000.16
33697,1000.18
33698,1000.16
33698,1000.18
33698,1000.19
33699,1000.18
33699,1000.19
33699,1000.21
33699,1000.22
33700,1000.21
33700,1000.22
33701,1000.21
33702,1000.19
33702,1000.21
33702,1000.22
33703,1000.21
33703,1000.22
33703,1000.24
33704,1000.22
33704,1000.24
33705,1000.22
33705,1000.24
33705,1000.25
33705,1000.27
33705,1000.28
33705,1000.3
33706,1000.28
33707,1000.27
33707,1000.28
33708,1000.27
33709,1000.25
33709,1000.27
33709,1000.28
33710,1000.27
33711,1000.25
33711,1000.27
33712,1000.25
33713,1000.24
33714,1000.22
33715,1000.21
33716,1000.19
33716,1000.21
33717,1000.19
33718,1000.18
33719,1000.16
33720,1000.15
33720,1000.16
33721,1000.15
33722,1000.13
33722,1000.15
33722,1000.16
33722,1000.18
33723,1000.16
33723,1000.18
33724,1000.16
33725,1000.15
33725,1000.16
33725,1000.18
33725,1000.19
33725,1000.21
33726,1000.19
33727,1000.18
33727,1000.19
33727,1000.21
33727,1000.22
33728,1000.21
33728,1000.22
33728,1000.24
33728,1000.25
33728,1000.27
33728,1000.28
33728,1000.3
33729,1000.28
33729,1000.3
33729,1000.31
33730,1000.3
33731,1000.28
33731,1000.3
33732,1000.28
33733,1000.27
33733,1000.28
33733,1000.3
33734,1000.28
33734,1000.3
33735,1000.28
33736,1000.27
33737,1000.25
33738,1000.24
33738,1000.25
33738,1000.27
33739,1000.25
33740,1000.24
33740,1000.25
33740,1000.27
33740,1000.28
33741,1000.27
33742,1000.25
33742,1000.27
33742,1000.28
33742,1000.3
33742,1000.31
33742,1000.33
33743,1000.31
33743,1000.33
33743,1000.34
33743,1000.36
33744,1000.34
33745,1000.33
33745,1000.34
33746,1000.33
33747,1000.31
33747,1000.33
33748,1000.31
33749,1000.3
33749,1000.31
33750,1000.3
33751,1000.28
33752,1000.27
33753,1000.25
33754,1000.24
33755,1000.22
33756,1000.21
33756,1000.22
33756,1000.24
33756,1000.25
33757,1000.24
33757,1000.25
33757,1000.27
33757,1000.28
33758,1000.27
33758,1000.28
33758,1000.3
33759,1000.28
33760,1000.27
33760,1000.28
33761,1000.27
33762,1000.25
33762,1000.27
33762,1000.28
33763,1000.27
33763,1000.28
33763,1000.3
33764,1000.28
33764,1000.3
33764,1000.31
33765,1000.3
33765,1000.31
33765,1000.33
33766,1000.31
33766,1000.33
33767,1000.31
33768,1000.3
33769,1000.28
33769,1000.3
33769,1000.31
33770,1000.3
33770,1000.31
33771,1000.3
33771,1000.31
33771,1000.33
33771,1000.34
33771,1000.36
33771,1000.37
33772,1000.36
33772,1000.37
33772,1000.38
33773,1000.37
33774,1000.36
33774,1000.37
33775,1000.36
33775,1000.37
33775,1000.38
33775,1000.4
33775,1000.41
33776,1000.4
33777,1000.38
33777,1000.4
33777,1000.41
33778,1000.4
33779,1000.38
33780,1000.37
33781,1000.36
33781,1000.37
33782,1000.36
33783,1000.34
33783,1000.36
33784,1000.34
33785,1000.33
33785,1000.34
33786,1000.33
33786,1000.34
33786,1000.36
33786,1000.37
33786,1000.38
33787,1000.37
33787,1000.38
33787,1000.4
33787,1000.41
33787,1000.43
33787,1000.44
33787,1000.46
33788,1000.44
33788,1000.46
33788,1000.47
33788,1000.49
33788,1000.5
33789,1000.49
33789,1000.5
33789,1000.52
33790,1000.5
33791,1000.49
33791,1000.5
33792,1000.49
33792,1000.5
33792,1000.52
33793,1000.5
33794,1000.49
33795,1000.47
33795,1000.49
33796,1000.47
33797,1000.46
33798,1000.44
33799,1000.43
33800,1000.41
33800,1000.43
33800,1000.44
33801,1000.43
33801,1000.44
33802,1000.43
33803,1000.41
33803,1000.43
33804,1000.41
33805,1000.4
33806,1000.38
33806,1000.4
33807,1000.38
33807,1000.4
33808,1000.38
33808,1000.4
33809,1000.38
33810,1000.37
33810,1000.38
33811,1000.37
33811,1000.38
33811,1000.4
33812,1000.38
33813,1000.37
33813,1000.38
33814,1000.37
33815,1000.35
33816,1000.34
33816,1000.35
33816,1000.37
33817,1000.35
33818,1000.34
33818,1000.35
33818,1000.37
33819,1000.35
33819,1000.37
33819,1000.38
33819,1000.4
33820,1000.38
33821,1000.37
33822,1000.35
33823,1000.34
33823,1000.35
33823,1000.37
33823,1000.38
33823,1000.4
33823,1000.41
33823,1000.43
33824,1000.41
33825,1000.4
33825,1000.41
33826,1000.4
33827,1000.38
33828,1000.37
33829,1000.35
33829,1000.37
33830,1000.35
33831,1000.34
33831,1000.35
33831,1000.37
33832,1000.35
33833,1000.34
33833,1000.35
33834,1000.34
33835,1000.33
33836,1000.31
33837,1000.3
33838,1000.28
33838,1000.3
33838,1000.31
33838,1000.33
33838,1000.34
33838,1000.35
33839,1000.34
33839,1000.35
33839,1000.37
33839,1000.38
33839,1000.4
33839,1000.41
33839,1000.43
33839,1000.44
33839,1000.46
33840,1000.44
33840,1000.46
33841,1000.44
33842,1000.43
33843,1000.41
33843,1000.43
33843,1000.44
33844,1000.43
33844,1000.44
33845,1000.43
33845,1000.44
33845,1000.46
33845,1000.47
33845,1000.49
33845,1000.5
33845,1000.52
33846,1000.5
33846,1000.52
33846,1000.53
33847,1000.52
33847,1000.53
33848,1000.52
33849,1000.5
33849,1000.52
33850,1000.5
33851,1000.49
33851,1000.5
33852,1000.49
33852,1000.5
33853,1000.49
33854,1000.47
33854,1000.49
33854,1000.5
33854,1000.52
33855,1000.5
33856,1000.49
33857,1000.47
33857,1000.49
33858,1000.47
33859,1000.46
33859,1000.47
33859,1000.49
33859,1000.5
33859,1000.52
33860,1000.5
33861,1000.49
33862,1000.47
33863,1000.46
33864,1000.44
33864,1000.46
33865,1000.44
33865,1000.46
33865,1000.47
33866,1000.46
33867,1000.44
33867,1000.46
33867,1000.47
33868,1000.46
33868,1000.47
33869,1000.46
33870,1000.44
33870,1000.46
33871,1000.44
33871,1000.46
33872,1000.44
33873,1000.43
33873,1000.44
33874,1000.43
33875,1000.41
33875,1000.43
33876,1000.41
33877,1000.4
33877,1000.41
33877,1000.43
33877,1000.44
33878,1000.43
33878,1000.44
33879,1000.43
33880,1000.41
33880,1000.43
33881,1000.41
33881,1000.43
33882,1000.41
33882,1000.43
33883,1000.41
33883,1000.43
33883,1000.44
33883,1000.46
33883,1000.47
33883,1000.49
33884,1000.47
33885,1000.46
33885,1000.47
33886,1000.46
33887,1000.44
33887,1000.46
33888,1000.44
33888,1000.46
33888,1000.47
33889,1000.46
33889,1000.47
33889,1000.49
33889,1000.5
33890,1000.49
33890,1000.5
33890,1000.52
33890,1000.53
33890,1000.55
33890,1000.56
33890,1000.58
33891,1000.56
33891,1000.58
33891,1000.59
33891,1000.6
33892,1000.59
33893,1000.58
33893,1000.59
33894,1000.58
33894,1000.59
33895,1000.58
33895,1000.59
33896,1000.58
33896,1000.59
33897,1000.58
33897,1000.59
33897,1000.6
33897,1000.62
33897,1000.63
33898,1000.62
33898,1000.63
33898,1000.65
33898,1000.66
33899,1000.65
33900,1000.63
33901,1000.62
33902,1000.6
33903,1000.59
33904,1000.58
33905,1000.56
33905,1000.58
33905,1000.59
33906,1000.58
33906,1000.59
33907,1000.58
33907,1000.59
33908,1000.58
33908,1000.59
33908,1000.6
33909,1000.59
33909,1000.6
33909,1000.62
33909,1000.63
33910,1000.62
33911,1000.6
33912,1000.59
33913,1000.58
33914,1000.56
33915,1000.55
33916,1000.53
33917,1000.52
33917,1000.53
33918,1000.52
33918,1000.53
33918,1000.55
33919,1000.53
33919,1000.55
33920,1000.53
33921,1000.52
33922,1000.5
33923,1000.49
33923,1000.5
33923,1000.52
33923,1000.53
33923,1000.55
33924,1000.53
33924,1000.55
33924,1000.56
33924,1000.57
33925,1000.56
33926,1000.55
33926,1000.56
33926,1000.57
33927,1000.56
33927,1000.57
33927,1000.59
33927,1000.6
33928,1000.59
33928,1000.6
33929,1000.59
33930,1000.57
33931,1000.56
33931,1000.57
33932,1000.56
33933,1000.55
33933,1000.56
33934,1000.55
33934,1000.56
33934,1000.57
33934,1000.59
33934,1000.6
33935,1000.59
33935,1000.6
33936,1000.59
33937,1000.57
33938,1000.56
33939,1000.55
33939,1000.56
33939,1000.57
33939,1000.59
33939,1000.6
33939,1000.62
33940,1000.6
33941,1000.59
33942,1000.57
33942,1000.59
33943,1000.57
33944,1000.56
33944,1000.57
33944,1000.59
33945,1000.57
33946,1000.56
33946,1000.57
33946,1000.59
33947,1000.57
33948,1000.56
33948,1000.57
33948,1000.59
33948,1000.6
33949,1000.59
33950,1000.57
33950,1000.59
33951,1000.57
33952,1000.56
33952,1000.57
33953,1000.56
33953,1000.57
33954,1000.56
33954,1000.57
33955,1000.56
33955,1000.57
33956,1000.56
33956,1000.57
33957,1000.56
33958,1000.54
33959,1000.53
33959,1000.54
33960,1000.53
33960,1000.54
33960,1000.56
33960,1000.57
33960,1000.59
33961,1000.57
33962,1000.56
33963,1000.54
33964,1000.53
33964,1000.54
33964,1000.56
33965,1000.54
33966,1000.53
33966,1000.54
33966,1000.56
33966,1000.57
33966,1000.59
33966,1000.6
33966,1000.62
33966,1000.63
33967,1000.62
33967,1000.63
33967,1000.65
33967,1000.66
33967,1000.68
33967,1000.69
33968,1000.68
33969,1000.66
33970,1000.65
33970,1000.66
33971,1000.65
33971,1000.66
33971,1000.68
33971,1000.69
33971,1000.71
33972,1000.69
33973,1000.68
33974,1000.66
33974,1000.68
33974,1000.69
33974,1000.71
33974,1000.72
33974,1000.74
33975,1000.72
33975,1000.74
33975,1000.75
33975,1000.77
33976,1000.75
33977,1000.74
33977,1000.75
33977,1000.77
33978,1000.75
33978,1000.77
33979,1000.75
33980,1000.74
33981,1000.72
33982,1000.71
33982,1000.72
33983,1000.71
33984,1000.69
33984,1000.71
33984,1000.72
33984,1000.74
33984,1000.75
33984,1000.77
33984,1000.78
33984,1000.79
33985,1000.78
33985,1000.79
33986,1000.78
33986,1000.79
33986,1000.81
33987,1000.79
33987,1000.81
33988,1000.79
33988,1000.81
33988,1000.82
33988,1000.84
33988,1000.85
33988,1000.87
33989,1000.85
33989,1000.87
33990,1000.85
33990,1000.87
33991,1000.85
33991,1000.87
33992,1000.85
33992,1000.87
33993,1000.85
33993,1000.87
33994,1000.85
33994,1000.87
33995,1000.85
33996,1000.84
33997,1000.82
33998,1000.81
33998,1000.82
33999,1000.81
34000,1000.79
34001,1000.78
34002,1000.76
34003,1000.75
34004,1000.74
34005,1000.72
34006,1000.71
34007,1000.69
34007,1000.71
34007,1000.72
34007,1000.74
34008,1000.72
34009,1000.71
34009,1000.72
34009,1000.74
34009,1000.75
34009,1000.76
34009,1000.78
34009,1000.79
34009,1000.81
34009,1000.82
34009,1000.84
34010,1000.82
34011,1000.81
34011,1000.82
34011,1000.84
34011,1000.85
34012,1000.84
34012,1000.85
34012,1000.87
34012,1000.88
34013,1000.87
34014,1000.85
34014,1000.87
34014,1000.88
34014,1000.9
34015,1000.88
34016,1000.87
34016,1000.88
34017,1000.87
34017,1000.88
34018,1000.87
34018,1000.88
34018,1000.9
34019,1000.88
34020,1000.87
34021,1000.85
34021,1000.87
34022,1000.85
34022,1000.87
34023,1000.85
34024,1000.84
34025,1000.82
34026,1000.81
34026,1000.82
34026,1000.84
34027,1000.82
34028,1000.81
34029,1000.79
34029,1000.81
34030,1000.79
34030,1000.81
34031,1000.79
34032,1000.78
34033,1000.76
34034,1000.75
