n,human,comp
2235,22350,0.0499523
2236,22360,0.049997
2237,22370,0.0500417
2238,22380,0.0500864
2239,22390,0.0501312
2240,22400,0.050176
2241,22410,0.0502208
2242,22420,0.0502656
2243,22430,0.0503105
2244,22440,0.0503554
2245,22450,0.0504003
2246,22460,0.0504452
2247,22470,0.0504901
2248,22480,0.050535
2249,22490,0.05058
2250,22500,0.050625
2251,22510,0.05067
2252,22520,0.050715
2253,22530,0.0507601
2254,22540,0.0508052
2255,22550,0.0508502
2256,22560,0.0508954
2257,22570,0.0509405
2258,22580,0.0509856
2259,22590,0.0510308
2260,22600,0.051076
2261,22610,0.0511212
2262,22620,0.0511664
2263,22630,0.0512117
2264,22640,0.051257
2265,22650,0.0513023
2266,22660,0.0513476
2267,22670,0.0513929
2268,22680,0.0514382
2269,22690,0.0514836
2270,22700,0.051529
2271,22710,0.0515744
2272,22720,0.0516198
2273,22730,0.0516653
2274,22740,0.0517108
2275,22750,0.0517563
2276,22760,0.0518018
2277,22770,0.0518473
2278,22780,0.0518928
2279,22790,0.0519384
2280,22800,0.051984
2281,22810,0.0520296
2282,22820,0.0520752
2283,22830,0.0521209
2284,22840,0.0521666
2285,22850,0.0522123
2286,22860,0.052258
2287,22870,0.0523037
2288,22880,0.0523494
2289,22890,0.0523952
2290,22900,0.052441
2291,22910,0.0524868
2292,22920,0.0525326
2293,22930,0.0525785
2294,22940,0.0526244
2295,22950,0.0526703
2296,22960,0.0527162
2297,22970,0.0527621
2298,22980,0.052808
2299,22990,0.052854
2300,23000,0.0529
2301,23010,0.052946
2302,23020,0.052992
2303,23030,0.0530381
2304,23040,0.0530842
2305,23050,0.0531303
2306,23060,0.0531764
2307,23070,0.0532225
2308,23080,0.0532686
2309,23090,0.0533148
2310,23100,0.053361
2311,23110,0.0534072
2312,23120,0.0534534
2313,23130,0.0534997
2314,23140,0.053546
2315,23150,0.0535923
2316,23160,0.0536386
2317,23170,0.0536849
2318,23180,0.0537312
2319,23190,0.0537776
2320,23200,0.053824
2321,23210,0.0538704
2322,23220,0.0539168
2323,23230,0.0539633
2324,23240,0.0540098
2325,23250,0.0540563
2326,23260,0.0541028
2327,23270,0.0541493
2328,23280,0.0541958
2329,23290,0.0542424
2330,23300,0.054289
2331,23310,0.0543356
2332,23320,0.0543822
2333,23330,0.0544289
2334,23340,0.0544756
2335,23350,0.0545223
2336,23360,0.054569
2337,23370,0.0546157
2338,23380,0.0546624
2339,23390,0.0547092
2340,23400,0.054756
2341,23410,0.0548028
2342,23420,0.0548496
2343,23430,0.0548965
2344,23440,0.0549434
2345,23450,0.0549903
2346,23460,0.0550372
2347,23470,0.0550841
2348,23480,0.055131
2349,23490,0.055178
2350,23500,0.055225
2351,23510,0.055272
2352,23520,0.055319
2353,23530,0.0553661
2354,23540,0.0554132
2355,23550,0.0554603
2356,23560,0.0555074
2357,23570,0.0555545
2358,23580,0.0556016
2359,23590,0.0556488
2360,23600,0.055696
2361,23610,0.0557432
2362,23620,0.0557904
2363,23630,0.0558377
2364,23640,0.055885
2365,23650,0.0559323
2366,23660,0.0559796
2367,23670,0.0560269
2368,23680,0.0560742
2369,23690,0.0561216
2370,23700,0.056169
2371,23710,0.0562164
2372,23720,0.0562638
2373,23730,0.0563113
2374,23740,0.0563588
2375,23750,0.0564062
2376,23760,0.0564538
2377,23770,0.0565013
2378,23780,0.0565488
2379,23790,0.0565964
2380,23800,0.056644
2381,23810,0.0566916
2382,23820,0.0567392
2383,23830,0.0567869
2384,23840,0.0568346
2385,23850,0.0568823
2386,23860,0.05693
2387,23870,0.0569777
2388,23880,0.0570254
2389,23890,0.0570732
2390,23900,0.057121
2391,23910,0.0571688
2392,23920,0.0572166
2393,23930,0.0572645
2394,23940,0.0573124
2395,23950,0.0573603
2396,23960,0.0574082
2397,23970,0.0574561
2398,23980,0.057504
2399,23990,0.057552
2400,24000,0.0576
2401,24010,0.057648
2402,24020,0.057696
2403,24030,0.0577441
2404,24040,0.0577922
2405,24050,0.0578403
2406,24060,0.0578884
2407,24070,0.0579365
2408,24080,0.0579846
2409,24090,0.0580328
2410,24100,0.058081
2411,24110,0.0581292
2412,24120,0.0581774
2413,24130,0.0582257
2414,24140,0.058274
2415,24150,0.0583222
2416,24160,0.0583706
2417,24170,0.0584189
2418,24180,0.0584672
2419,24190,0.0585156
2420,24200,0.058564
2421,24210,0.0586124
2422,24220,0.0586608
2423,24230,0.0587093
2424,24240,0.0587578
2425,24250,0.0588063
2426,24260,0.0588548
2427,24270,0.0589033
2428,24280,0.0589518
2429,24290,0.0590004
2430,24300,0.059049
2431,24310,0.0590976
2432,24320,0.0591462
2433,24330,0.0591949
2434,24340,0.0592436
2435,24350,0.0592923
2436,24360,0.059341
2437,24370,0.0593897
2438,24380,0.0594384
2439,24390,0.0594872
2440,24400,0.059536
2441,24410,0.0595848
2442,24420,0.0596336
2443,24430,0.0596825
2444,24440,0.0597314
2445,24450,0.0597803
2446,24460,0.0598292
2447,24470,0.0598781
2448,24480,0.059927
2449,24490,0.059976
2450,24500,0.060025
2451,24510,0.060074
2452,24520,0.060123
2453,24530,0.0601721
2454,24540,0.0602212
2455,24550,0.0602703
2456,24560,0.0603194
2457,24570,0.0603685
2458,24580,0.0604176
2459,24590,0.0604668
2460,24600,0.060516
2461,24610,0.0605652
2462,24620,0.0606144
2463,24630,0.0606637
2464,24640,0.060713
2465,24650,0.0607623
2466,24660,0.0608116
2467,24670,0.0608609
2468,24680,0.0609102
2469,24690,0.0609596
2470,24700,0.061009
2471,24710,0.0610584
2472,24720,0.0611078
2473,24730,0.0611573
2474,24740,0.0612068
2475,24750,0.0612562
2476,24760,0.0613058
2477,24770,0.0613553
2478,24780,0.0614048
2479,24790,0.0614544
2480,24800,0.061504
2481,24810,0.0615536
2482,24820,0.0616032
2483,24830,0.0616529
2484,24840,0.0617026
2485,24850,0.0617523
2486,24860,0.061802
2487,24870,0.0618517
2488,24880,0.0619014
2489,24890,0.0619512
2490,24900,0.062001
2491,24910,0.0620508
2492,24920,0.0621006
2493,24930,0.0621505
2494,24940,0.0622004
2495,24950,0.0622503
2496,24960,0.0623002
2497,24970,0.0623501
2498,24980,0.0624
2499,24990,0.06245
2500,25000,0.0625
2501,25010,0.06255
2502,25020,0.0626
2503,25030,0.0626501
2504,25040,0.0627002
2505,25050,0.0627503
2506,25060,0.0628004
2507,25070,0.0628505
2508,25080,0.0629006
2509,25090,0.0629508
2510,25100,0.063001
2511,25110,0.0630512
2512,25120,0.0631014
2513,25130,0.0631517
2514,25140,0.063202
2515,25150,0.0632522
2516,25160,0.0633026
2517,25170,0.0633529
2518,25180,0.0634032
2519,25190,0.0634536
2520,25200,0.063504
2521,25210,0.0635544
2522,25220,0.0636048
2523,25230,0.0636553
2524,25240,0.0637058
2525,25250,0.0637563
2526,25260,0.0638068
2527,25270,0.0638573
2528,25280,0.0639078
2529,25290,0.0639584
2530,25300,0.064009
2531,25310,0.0640596
2532,25320,0.0641102
2533,25330,0.0641609
2534,25340,0.0642116
2535,25350,0.0642623
2536,25360,0.064313
2537,25370,0.0643637
2538,25380,0.0644144
2539,25390,0.0644652
2540,25400,0.064516
2541,25410,0.0645668
2542,25420,0.0646176
2543,25430,0.0646685
2544,25440,0.0647194
2545,25450,0.0647703
2546,25460,0.0648212
2547,25470,0.0648721
2548,25480,0.064923
2549,25490,0.064974
2550,25500,0.065025
2551,25510,0.065076
2552,25520,0.065127
2553,25530,0.0651781
2554,25540,0.0652292
2555,25550,0.0652802
2556,25560,0.0653314
2557,25570,0.0653825
2558,25580,0.0654336
2559,25590,0.0654848
2560,25600,0.065536
2561,25610,0.0655872
2562,25620,0.0656384
2563,25630,0.0656897
2564,25640,0.065741
2565,25650,0.0657922
2566,25660,0.0658436
2567,25670,0.0658949
2568,25680,0.0659462
2569,25690,0.0659976
2570,25700,0.066049
2571,25710,0.0661004
2572,25720,0.0661518
2573,25730,0.0662033
2574,25740,0.0662548
2575,25750,0.0663062
2576,25760,0.0663578
2577,25770,0.0664093
2578,25780,0.0664608
2579,25790,0.0665124
2580,25800,0.066564
2581,25810,0.0666156
2582,25820,0.0666672
2583,25830,0.0667189
2584,25840,0.0667706
2585,25850,0.0668222
2586,25860,0.066874
2587,25870,0.0669257
2588,25880,0.0669774
2589,25890,0.0670292
2590,25900,0.067081
2591,25910,0.0671328
2592,25920,0.0671846
2593,25930,0.0672365
2594,25940,0.0672884
2595,25950,0.0673403
2596,25960,0.0673922
2597,25970,0.0674441
2598,25980,0.067496
2599,25990,0.067548
2600,26000,0.0676
2601,26010,0.067652
2602,26020,0.067704
2603,26030,0.0677561
2604,26040,0.0678082
2605,26050,0.0678602
2606,26060,0.0679124
2607,26070,0.0679645
2608,26080,0.0680166
2609,26090,0.0680688
2610,26100,0.068121
2611,26110,0.0681732
2612,26120,0.0682254
2613,26130,0.0682777
2614,26140,0.06833
2615,26150,0.0683823
2616,26160,0.0684346
2617,26170,0.0684869
2618,26180,0.0685392
2619,26190,0.0685916
2620,26200,0.068644
2621,26210,0.0686964
2622,26220,0.0687488
2623,26230,0.0688013
2624,26240,0.0688538
2625,26250,0.0689063
2626,26260,0.0689588
2627,26270,0.0690113
2628,26280,0.0690638
2629,26290,0.0691164
2630,26300,0.069169
2631,26310,0.0692216
2632,26320,0.0692742
2633,26330,0.0693269
2634,26340,0.0693796
2635,26350,0.0694323
2636,26360,0.069485
2637,26370,0.0695377
2638,26380,0.0695904
2639,26390,0.0696432
2640,26400,0.069696
2641,26410,0.0697488
2642,26420,0.0698016
2643,26430,0.0698545
2644,26440,0.0699074
2645,26450,0.0699603
2646,26460,0.0700132
2647,26470,0.0700661
2648,26480,0.070119
2649,26490,0.070172
2650,26500,0.070225
2651,26510,0.070278
2652,26520,0.070331
2653,26530,0.0703841
2654,26540,0.0704372
2655,26550,0.0704903
2656,26560,0.0705434
2657,26570,0.0705965
2658,26580,0.0706496
2659,26590,0.0707028
2660,26600,0.070756
2661,26610,0.0708092
2662,26620,0.0708624
2663,26630,0.0709157
2664,26640,0.070969
2665,26650,0.0710222
2666,26660,0.0710756
2667,26670,0.0711289
2668,26680,0.0711822
2669,26690,0.0712356
2670,26700,0.071289
2671,26710,0.0713424
2672,26720,0.0713958
2673,26730,0.0714493
2674,26740,0.0715028
2675,26750,0.0715563
2676,26760,0.0716098
2677,26770,0.0716633
2678,26780,0.0717168
2679,26790,0.0717704
2680,26800,0.071824
2681,26810,0.0718776
2682,26820,0.0719312
2683,26830,0.0719849
2684,26840,0.0720386
2685,26850,0.0720922
2686,26860,0.072146
2687,26870,0.0721997
2688,26880,0.0722534
2689,26890,0.0723072
2690,26900,0.072361
2691,26910,0.0724148
2692,26920,0.0724686
2693,26930,0.0725225
2694,26940,0.0725764
2695,26950,0.0726303
2696,26960,0.0726842
2697,26970,0.0727381
2698,26980,0.072792
2699,26990,0.072846
2700,27000,0.0729
2701,27010,0.072954
2702,27020,0.073008
2703,27030,0.0730621
2704,27040,0.0731162
2705,27050,0.0731703
2706,27060,0.0732244
2707,27070,0.0732785
2708,27080,0.0733326
2709,27090,0.0733868
2710,27100,0.073441
2711,27110,0.0734952
2712,27120,0.0735494
2713,27130,0.0736037
2714,27140,0.073658
2715,27150,0.0737123
2716,27160,0.0737666
2717,27170,0.0738209
2718,27180,0.0738752
2719,27190,0.0739296
2720,27200,0.073984
2721,27210,0.0740384
2722,27220,0.0740928
2723,27230,0.0741473
2724,27240,0.0742018
2725,27250,0.0742562
2726,27260,0.0743108
2727,27270,0.0743653
2728,27280,0.0744198
2729,27290,0.0744744
2730,27300,0.074529
2731,27310,0.0745836
2732,27320,0.0746382
2733,27330,0.0746929
2734,27340,0.0747476
2735,27350,0.0748023
2736,27360,0.074857
2737,27370,0.0749117
2738,27380,0.0749664
2739,27390,0.0750212
2740,27400,0.075076
2741,27410,0.0751308
2742,27420,0.0751856
2743,27430,0.0752405
2744,27440,0.0752954
2745,27450,0.0753503
2746,27460,0.0754052
2747,27470,0.0754601
2748,27480,0.075515
2749,27490,0.07557
2750,27500,0.075625
2751,27510,0.07568
2752,27520,0.075735
2753,27530,0.0757901
2754,27540,0.0758452
2755,27550,0.0759003
2756,27560,0.0759554
2757,27570,0.0760105
2758,27580,0.0760656
2759,27590,0.0761208
2760,27600,0.076176
2761,27610,0.0762312
2762,27620,0.0762864
2763,27630,0.0763417
2764,27640,0.076397
2765,27650,0.0764522
2766,27660,0.0765076
2767,27670,0.0765629
2768,27680,0.0766182
2769,27690,0.0766736
2770,27700,0.076729
2771,27710,0.0767844
2772,27720,0.0768398
2773,27730,0.0768953
2774,27740,0.0769508
2775,27750,0.0770062
2776,27760,0.0770618
2777,27770,0.0771173
2778,27780,0.0771728
2779,27790,0.0772284
2780,27800,0.077284
2781,27810,0.0773396
2782,27820,0.0773952
2783,27830,0.0774509
2784,27840,0.0775066
2785,27850,0.0775622
2786,27860,0.077618
2787,27870,0.0776737
2788,27880,0.0777294
2789,27890,0.0777852
2790,27900,0.077841
2791,27910,0.0778968
2792,27920,0.0779526
2793,27930,0.0780085
2794,27940,0.0780644
2795,27950,0.0781203
2796,27960,0.0781762
2797,27970,0.0782321
2798,27980,0.078288
2799,27990,0.078344
2800,28000,0.0784
2801,28010,0.078456
2802,28020,0.078512
2803,28030,0.0785681
2804,28040,0.0786242
2805,28050,0.0786803
2806,28060,0.0787364
2807,28070,0.0787925
2808,28080,0.0788486
2809,28090,0.0789048
2810,28100,0.078961
2811,28110,0.0790172
2812,28120,0.0790734
2813,28130,0.0791297
2814,28140,0.079186
2815,28150,0.0792423
2816,28160,0.0792986
2817,28170,0.0793549
2818,28180,0.0794112
2819,28190,0.0794676
2820,28200,0.079524
2821,28210,0.0795804
2822,28220,0.0796368
2823,28230,0.0796933
2824,28240,0.0797498
2825,28250,0.0798062
2826,28260,0.0798628
2827,28270,0.0799193
2828,28280,0.0799758
2829,28290,0.0800324
2830,28300,0.080089
2831,28310,0.0801456
2832,28320,0.0802022
2833,28330,0.0802589
2834,28340,0.0803156
2835,28350,0.0803723
2836,28360,0.080429
2837,28370,0.0804857
2838,28380,0.0805424
2839,28390,0.0805992
2840,28400,0.080656
2841,28410,0.0807128
2842,28420,0.0807696
2843,28430,0.0808265
2844,28440,0.0808834
2845,28450,0.0809403
2846,28460,0.0809972
2847,28470,0.0810541
2848,28480,0.081111
2849,28490,0.081168
2850,28500,0.081225
2851,28510,0.081282
2852,28520,0.081339
2853,28530,0.0813961
2854,28540,0.0814532
2855,28550,0.0815103
2856,28560,0.0815674
2857,28570,0.0816245
2858,28580,0.0816816
2859,28590,0.0817388
2860,28600,0.081796
2861,28610,0.0818532
2862,28620,0.0819104
2863,28630,0.0819677
2864,28640,0.082025
2865,28650,0.0820822
2866,28660,0.0821396
2867,28670,0.0821969
2868,28680,0.0822542
2869,28690,0.0823116
2870,28700,0.082369
2871,28710,0.0824264
2872,28720,0.0824838
2873,28730,0.0825413
2874,28740,0.0825988
2875,28750,0.0826563
2876,28760,0.0827138
2877,28770,0.0827713
2878,28780,0.0828288
2879,28790,0.0828864
2880,28800,0.082944
2881,28810,0.0830016
2882,28820,0.0830592
2883,28830,0.0831169
2884,28840,0.0831746
2885,28850,0.0832323
2886,28860,0.08329
2887,28870,0.0833477
2888,28880,0.0834054
2889,28890,0.0834632
2890,28900,0.083521
2891,28910,0.0835788
2892,28920,0.0836366
2893,28930,0.0836945
2894,28940,0.0837524
2895,28950,0.0838103
2896,28960,0.0838682
2897,28970,0.0839261
2898,28980,0.083984
2899,28990,0.084042
2900,29000,0.0841
2901,29010,0.084158
2902,29020,0.084216
2903,29030,0.0842741
2904,29040,0.0843322
2905,29050,0.0843902
2906,29060,0.0844484
2907,29070,0.0845065
2908,29080,0.0845646
2909,29090,0.0846228
2910,29100,0.084681
2911,29110,0.0847392
2912,29120,0.0847974
2913,29130,0.0848557
2914,29140,0.084914
2915,29150,0.0849722
2916,29160,0.0850306
2917,29170,0.0850889
2918,29180,0.0851472
2919,29190,0.0852056
2920,29200,0.085264
2921,29210,0.0853224
2922,29220,0.0853808
2923,29230,0.0854393
2924,29240,0.0854978
2925,29250,0.0855563
2926,29260,0.0856148
2927,29270,0.0856733
2928,29280,0.0857318
2929,29290,0.0857904
2930,29300,0.085849
2931,29310,0.0859076
2932,29320,0.0859662
2933,29330,0.0860249
2934,29340,0.0860836
2935,29350,0.0861423
2936,29360,0.086201
2937,29370,0.0862597
2938,29380,0.0863184
2939,29390,0.0863772
2940,29400,0.086436
2941,29410,0.0864948
2942,29420,0.0865536
2943,29430,0.0866125
2944,29440,0.0866714
2945,29450,0.0867303
2946,29460,0.0867892
2947,29470,0.0868481
2948,29480,0.086907
2949,29490,0.086966
2950,29500,0.087025
2951,29510,0.087084
2952,29520,0.087143
2953,29530,0.0872021
2954,29540,0.0872612
2955,29550,0.0873203
2956,29560,0.0873794
2957,29570,0.0874385
2958,29580,0.0874976
2959,29590,0.0875568
2960,29600,0.087616
2961,29610,0.0876752
2962,29620,0.0877344
2963,29630,0.0877937
2964,29640,0.087853
2965,29650,0.0879122
2966,29660,0.0879716
2967,29670,0.0880309
2968,29680,0.0880902
2969,29690,0.0881496
2970,29700,0.088209
2971,29710,0.0882684
2972,29720,0.0883278
2973,29730,0.0883873
2974,29740,0.0884468
2975,29750,0.0885063
2976,29760,0.0885658
2977,29770,0.0886253
2978,29780,0.0886848
2979,29790,0.0887444
2980,29800,0.088804
2981,29810,0.0888636
2982,29820,0.0889232
2983,29830,0.0889829
2984,29840,0.0890426
2985,29850,0.0891023
2986,29860,0.089162
2987,29870,0.0892217
2988,29880,0.0892814
2989,29890,0.0893412
2990,29900,0.089401
2991,29910,0.0894608
2992,29920,0.0895206
2993,29930,0.0895805
2994,29940,0.0896404
2995,29950,0.0897002
2996,29960,0.0897602
2997,29970,0.0898201
2998,29980,0.08988
2999,29990,0.08994
3000,30000,0.09
3001,30010,0.09006
3002,30020,0.09012
3003,30030,0.0901801
3004,30040,0.0902402
3005,30050,0.0903002
3006,30060,0.0903604
3007,30070,0.0904205
3008,30080,0.0904806
3009,30090,0.0905408
3010,30100,0.090601
3011,30110,0.0906612
3012,30120,0.0907214
3013,30130,0.0907817
3014,30140,0.090842
3015,30150,0.0909023
3016,30160,0.0909626
3017,30170,0.0910229
3018,30180,0.0910832
3019,30190,0.0911436
3020,30200,0.091204
3021,30210,0.0912644
3022,30220,0.0913248
3023,30230,0.0913853
3024,30240,0.0914458
3025,30250,0.0915062
3026,30260,0.0915668
3027,30270,0.0916273
3028,30280,0.0916878
3029,30290,0.0917484
3030,30300,0.091809
3031,30310,0.0918696
3032,30320,0.0919302
3033,30330,0.0919909
3034,30340,0.0920516
3035,30350,0.0921123
3036,30360,0.092173
3037,30370,0.0922337
3038,30380,0.0922944
3039,30390,0.0923552
3040,30400,0.092416
3041,30410,0.0924768
3042,30420,0.0925376
3043,30430,0.0925985
3044,30440,0.0926594
3045,30450,0.0927203
3046,30460,0.0927812
3047,30470,0.0928421
3048,30480,0.092903
3049,30490,0.092964
3050,30500,0.093025
3051,30510,0.093086
3052,30520,0.093147
3053,30530,0.0932081
3054,30540,0.0932692
3055,30550,0.0933303
3056,30560,0.0933914
3057,30570,0.0934525
3058,30580,0.0935136
3059,30590,0.0935748
3060,30600,0.093636
3061,30610,0.0936972
3062,30620,0.0937584
3063,30630,0.0938197
3064,30640,0.093881
3065,30650,0.0939423
3066,30660,0.0940036
3067,30670,0.0940649
3068,30680,0.0941262
3069,30690,0.0941876
3070,30700,0.094249
3071,30710,0.0943104
3072,30720,0.0943718
3073,30730,0.0944333
3074,30740,0.0944948
3075,30750,0.0945563
3076,30760,0.0946178
3077,30770,0.0946793
3078,30780,0.0947408
3079,30790,0.0948024
3080,30800,0.094864
3081,30810,0.0949256
3082,30820,0.0949872
3083,30830,0.0950489
3084,30840,0.0951106
3085,30850,0.0951722
3086,30860,0.095234
3087,30870,0.0952957
3088,30880,0.0953574
3089,30890,0.0954192
3090,30900,0.095481
3091,30910,0.0955428
3092,30920,0.0956046
3093,30930,0.0956665
3094,30940,0.0957284
3095,30950,0.0957903
3096,30960,0.0958522
3097,30970,0.0959141
3098,30980,0.095976
3099,30990,0.096038
3100,31000,0.0961
3101,31010,0.096162
3102,31020,0.096224
3103,31030,0.0962861
3104,31040,0.0963482
3105,31050,0.0964103
3106,31060,0.0964724
3107,31070,0.0965345
3108,31080,0.0965966
3109,31090,0.0966588
3110,31100,0.096721
3111,31110,0.0967832
3112,31120,0.0968454
3113,31130,0.0969077
3114,31140,0.09697
3115,31150,0.0970323
3116,31160,0.0970946
3117,31170,0.0971569
3118,31180,0.0972192
3119,31190,0.0972816
3120,31200,0.097344
3121,31210,0.0974064
3122,31220,0.0974688
3123,31230,0.0975313
3124,31240,0.0975938
3125,31250,0.0976562
3126,31260,0.0977188
3127,31270,0.0977813
3128,31280,0.0978438
3129,31290,0.0979064
3130,31300,0.097969
3131,31310,0.0980316
3132,31320,0.0980942
3133,31330,0.0981569
3134,31340,0.0982196
3135,31350,0.0982823
3136,31360,0.098345
3137,31370,0.0984077
3138,31380,0.0984704
3139,31390,0.0985332
3140,31400,0.098596
3141,31410,0.0986588
3142,31420,0.0987216
3143,31430,0.0987845
3144,31440,0.0988474
3145,31450,0.0989103
3146,31460,0.0989732
3147,31470,0.0990361
3148,31480,0.099099
3149,31490,0.099162
3150,31500,0.099225
3151,31510,0.099288
3152,31520,0.099351
3153,31530,0.0994141
3154,31540,0.0994772
3155,31550,0.0995402
3156,31560,0.0996034
3157,31570,0.0996665
3158,31580,0.0997296
3159,31590,0.0997928
3160,31600,0.099856
3161,31610,0.0999192
3162,31620,0.0999824
3163,31630,0.100046
3164,31640,0.100109
3165,31650,0.100172
3166,31660,0.100236
3167,31670,0.100299
3168,31680,0.100362
3169,31690,0.100426
3170,31700,0.100489
3171,31710,0.100552
3172,31720,0.100616
3173,31730,0.100679
3174,31740,0.100743
3175,31750,0.100806
3176,31760,0.10087
3177,31770,0.100933
3178,31780,0.100997
3179,31790,0.10106
3180,31800,0.101124
3181,31810,0.101188
3182,31820,0.101251
3183,31830,0.101315
3184,31840,0.101379
3185,31850,0.101442
3186,31860,0.101506
3187,31870,0.10157
3188,31880,0.101633
3189,31890,0.101697
3190,31900,0.101761
3191,31910,0.101825
3192,31920,0.101889
3193,31930,0.101952
3194,31940,0.102016
3195,31950,0.10208
3196,31960,0.102144
3197,31970,0.102208
3198,31980,0.102272
3199,31990,0.102336
3200,32000,0.1024
3201,32010,0.102464
3202,32020,0.102528
3203,32030,0.102592
3204,32040,0.102656
3205,32050,0.10272
3206,32060,0.102784
3207,32070,0.102848
3208,32080,0.102913
3209,32090,0.102977
3210,32100,0.103041
3211,32110,0.103105
3212,32120,0.103169
3213,32130,0.103234
3214,32140,0.103298
3215,32150,0.103362
3216,32160,0.103427
3217,32170,0.103491
3218,32180,0.103555
3219,32190,0.10362
3220,32200,0.103684
3221,32210,0.103748
3222,32220,0.103813
3223,32230,0.103877
3224,32240,0.103942
3225,32250,0.104006
3226,32260,0.104071
3227,32270,0.104135
3228,32280,0.1042
3229,32290,0.104264
3230,32300,0.104329
3231,32310,0.104394
3232,32320,0.104458
3233,32330,0.104523
3234,32340,0.104588
3235,32350,0.104652
3236,32360,0.104717
3237,32370,0.104782
3238,32380,0.104846
3239,32390,0.104911
3240,32400,0.104976
3241,32410,0.105041
3242,32420,0.105106
3243,32430,0.10517
3244,32440,0.105235
3245,32450,0.1053
3246,32460,0.105365
3247,32470,0.10543
3248,32480,0.105495
3249,32490,0.10556
3250,32500,0.105625
3251,32510,0.10569
3252,32520,0.105755
3253,32530,0.10582
3254,32540,0.105885
3255,32550,0.10595
3256,32560,0.106015
3257,32570,0.10608
3258,32580,0.106146
3259,32590,0.106211
3260,32600,0.106276
3261,32610,0.106341
3262,32620,0.106406
3263,32630,0.106472
3264,32640,0.106537
3265,32650,0.106602
3266,32660,0.106668
3267,32670,0.106733
3268,32680,0.106798
3269,32690,0.106864
3270,32700,0.106929
3271,32710,0.106994
3272,32720,0.10706
3273,32730,0.107125
3274,32740,0.107191
3275,32750,0.107256
3276,32760,0.107322
3277,32770,0.107387
3278,32780,0.107453
3279,32790,0.107518
3280,32800,0.107584
3281,32810,0.10765
3282,32820,0.107715
3283,32830,0.107781
3284,32840,0.107847
3285,32850,0.107912
3286,32860,0.107978
3287,32870,0.108044
3288,32880,0.108109
3289,32890,0.108175
3290,32900,0.108241
3291,32910,0.108307
3292,32920,0.108373
3293,32930,0.108438
3294,32940,0.108504
3295,32950,0.10857
3296,32960,0.108636
3297,32970,0.108702
3298,32980,0.108768
3299,32990,0.108834
3300,33000,0.1089
3301,33010,0.108966
3302,33020,0.109032
3303,33030,0.109098
3304,33040,0.109164
3305,33050,0.10923
3306,33060,0.109296
3307,33070,0.109362
3308,33080,0.109429
3309,33090,0.109495
3310,33100,0.109561
3311,33110,0.109627
3312,33120,0.109693
3313,33130,0.10976
3314,33140,0.109826
3315,33150,0.109892
3316,33160,0.109959
3317,33170,0.110025
3318,33180,0.110091
3319,33190,0.110158
3320,33200,0.110224
3321,33210,0.11029
3322,33220,0.110357
3323,33230,0.110423
3324,33240,0.11049
3325,33250,0.110556
3326,33260,0.110623
3327,33270,0.110689
3328,33280,0.110756
3329,33290,0.110822
3330,33300,0.110889
3331,33310,0.110956
3332,33320,0.111022
3333,33330,0.111089
3334,33340,0.111156
3335,33350,0.111222
3336,33360,0.111289
3337,33370,0.111356
3338,33380,0.111422
3339,33390,0.111489
3340,33400,0.111556
3341,33410,0.111623
3342,33420,0.11169
3343,33430,0.111756
3344,33440,0.111823
3345,33450,0.11189
3346,33460,0.111957
3347,33470,0.112024
3348,33480,0.112091
3349,33490,0.112158
3350,33500,0.112225
3351,33510,0.112292
3352,33520,0.112359
3353,33530,0.112426
3354,33540,0.112493
3355,33550,0.11256
3356,33560,0.112627
3357,33570,0.112694
3358,33580,0.112762
3359,33590,0.112829
3360,33600,0.112896
3361,33610,0.112963
3362,33620,0.11303
3363,33630,0.113098
3364,33640,0.113165
3365,33650,0.113232
3366,33660,0.1133
3367,33670,0.113367
3368,33680,0.113434
3369,33690,0.113502
3370,33700,0.113569
3371,33710,0.113636
3372,33720,0.113704
3373,33730,0.113771
3374,33740,0.113839
3375,33750,0.113906
3376,33760,0.113974
3377,33770,0.114041
3378,33780,0.114109
3379,33790,0.114176
3380,33800,0.114244
3381,33810,0.114312
3382,33820,0.114379
3383,33830,0.114447
3384,33840,0.114515
3385,33850,0.114582
3386,33860,0.11465
3387,33870,0.114718
3388,33880,0.114785
3389,33890,0.114853
3390,33900,0.114921
3391,33910,0.114989
3392,33920,0.115057
3393,33930,0.115124
3394,33940,0.115192
3395,33950,0.11526
3396,33960,0.115328
3397,33970,0.115396
3398,33980,0.115464
3399,33990,0.115532
3400,34000,0.1156
3401,34010,0.115668
3402,34020,0.115736
3403,34030,0.115804
3404,34040,0.115872
3405,34050,0.11594
3406,34060,0.116008
3407,34070,0.116076
3408,34080,0.116145
3409,34090,0.116213
3410,34100,0.116281
3411,34110,0.116349
3412,34120,0.116417
3413,34130,0.116486
3414,34140,0.116554
3415,34150,0.116622
3416,34160,0.116691
3417,34170,0.116759
3418,34180,0.116827
3419,34190,0.116896
3420,34200,0.116964
3421,34210,0.117032
3422,34220,0.117101
3423,34230,0.117169
3424,34240,0.117238
3425,34250,0.117306
3426,34260,0.117375
3427,34270,0.117443
3428,34280,0.117512
3429,34290,0.11758
3430,34300,0.117649
3431,34310,0.117718
3432,34320,0.117786
3433,34330,0.117855
3434,34340,0.117924
3435,34350,0.117992
3436,34360,0.118061
3437,34370,0.11813
3438,34380,0.118198
3439,34390,0.118267
3440,34400,0.118336
