n,nochange,change
2053,690,1410
2054,690,1411
2055,691,1412
2056,691,1413
2057,691,1414
2058,691,1415
2059,691,1415
2060,692,1416
2061,692,1417
2062,692,1418
2063,693,1419
2064,693,1420
2065,693,1421
2066,694,1422
2067,694,1422
2068,694,1423
2069,694,1423
2070,694,1424
2071,694,1425
2072,695,1426
2073,696,1427
2074,696,1428
2075,697,1429
2076,697,1430
2077,697,1431
2078,698,1431
2079,699,1432
2080,700,1432
2081,700,1433
2082,700,1433
2083,700,1434
2084,701,1434
2085,701,1435
2086,702,1436
2087,702,1437
2088,703,1438
2089,703,1438
2090,704,1439
2091,704,1440
2092,704,1441
2093,704,1442
2094,704,1442
2095,704,1443
2096,704,1443
2097,705,1444
2098,706,1445
2099,707,1445
2100,707,1446
2101,708,1447
2102,709,1448
2103,709,1448
2104,709,1449
2105,710,1450
2106,710,1451
2107,711,1452
2108,711,1452
2109,711,1453
2110,712,1454
2111,712,1454
2112,712,1455
2113,712,1456
2114,712,1457
2115,713,1457
2116,713,1458
2117,713,1459
2118,713,1459
2119,713,1460
2120,713,1461
2121,713,1462
2122,713,1463
2123,714,1463
2124,714,1464
2125,714,1464
2126,714,1465
2127,714,1466
2128,715,1467
2129,715,1468
2130,716,1468
2131,717,1468
2132,718,1469
2133,718,1470
2134,719,1470
2135,719,1471
2136,719,1471
2137,719,1472
2138,719,1472
2139,719,1472
2140,720,1473
2141,720,1474
2142,721,1475
2143,722,1476
2144,723,1477
2145,723,1478
2146,723,1479
2147,724,1479
2148,724,1480
2149,725,1481
2150,725,1481
2151,725,1481
2152,725,1481
2153,726,1482
2154,726,1483
2155,727,1483
2156,728,1484
2157,728,1485
2158,728,1486
2159,729,1486
2160,729,1487
2161,730,1487
2162,730,1488
2163,730,1489
2164,730,1490
2165,730,1491
2166,731,1492
2167,732,1493
2168,732,1494
2169,732,1495
2170,732,1496
2171,732,1497
2172,732,1497
2173,732,1497
2174,733,1498
2175,734,1499
2176,734,1499
2177,735,1500
2178,736,1501
2179,736,1502
2180,736,1502
2181,737,1502
2182,737,1503
2183,738,1504
2184,738,1505
2185,739,1505
2186,740,1506
2187,740,1507
2188,740,1508
2189,740,1509
2190,741,1510
2191,742,1511
2192,743,1512
2193,744,1513
2194,744,1513
2195,744,1514
2196,744,1514
2197,744,1515
2198,744,1516
2199,744,1517
2200,744,1517
2201,745,1518
2202,746,1518
2203,746,1519
2204,747,1520
2205,747,1521
2206,747,1521
2207,747,1522
2208,747,1522
2209,748,1523
2210,749,1523
2211,750,1524
2212,751,1525
2213,752,1525
2214,752,1526
2215,752,1527
2216,753,1527
2217,753,1528
2218,753,1529
2219,753,1529
2220,753,1529
2221,753,1530
2222,753,1530
2223,753,1530
2224,753,1530
2225,753,1530
2226,753,1531
2227,753,1532
2228,753,1533
2229,754,1533
2230,754,1534
2231,755,1535
2232,755,1536
2233,755,1536
2234,755,1537
2235,755,1537
2236,756,1538
2237,756,1539
2238,757,1539
2239,757,1540
2240,757,1541
2241,757,1542
2242,757,1543
2243,757,1544
2244,757,1545
2245,757,1546
2246,757,1547
2247,758,1548
2248,759,1548
2249,760,1548
2250,760,1548
2251,760,1549
2252,760,1550
2253,761,1551
2254,762,1552
2255,763,1553
2256,763,1553
2257,764,1553
2258,765,1553
2259,765,1553
2260,765,1554
2261,765,1555
2262,766,1556
2263,767,1557
2264,767,1557
2265,767,1558
2266,767,1558
2267,767,1558
2268,767,1558
2269,768,1558
2270,768,1559
2271,768,1560
2272,769,1560
2273,769,1560
2274,770,1561
2275,770,1561
2276,770,1562
2277,770,1563
2278,770,1564
2279,770,1565
2280,770,1566
2281,770,1567
2282,770,1568
2283,771,1569
2284,772,1570
2285,772,1571
2286,772,1571
2287,772,1571
2288,772,1572
2289,772,1572
2290,772,1573
2291,772,1573
2292,773,1574
2293,773,1574
2294,773,1574
2295,774,1575
2296,774,1576
2297,774,1577
2298,774,1578
2299,774,1578
2300,774,1579
2301,774,1580
2302,774,1580
2303,774,1580
2304,775,1581
2305,775,1581
2306,775,1582
2307,775,1582
2308,775,1582
2309,775,1582
2310,775,1582
2311,776,1583
2312,777,1584
2313,778,1584
2314,779,1584
2315,780,1585
2316,781,1585
2317,782,1586
2318,782,1586
2319,783,1587
2320,784,1588
2321,784,1589
2322,784,1590
2323,785,1591
2324,786,1591
2325,786,1592
2326,786,1592
2327,786,1593
2328,786,1594
2329,787,1595
2330,787,1596
2331,787,1596
2332,787,1597
2333,787,1597
2334,787,1597
2335,787,1597
2336,787,1597
2337,787,1598
2338,787,1599
2339,788,1600
2340,789,1601
2341,790,1602
2342,790,1603
2343,790,1604
2344,790,1605
2345,790,1606
2346,790,1606
2347,791,1607
2348,791,1607
2349,791,1608
2350,791,1608
2351,792,1609
2352,792,1609
2353,792,1610
2354,793,1610
2355,793,1611
2356,794,1612
2357,794,1613
2358,795,1614
2359,796,1614
2360,796,1615
2361,796,1615
2362,797,1616
2363,797,1616
2364,798,1616
2365,799,1616
2366,799,1617
2367,800,1617
2368,800,1617
2369,800,1618
2370,800,1619
2371,800,1620
2372,800,1620
2373,801,1621
2374,802,1622
2375,802,1623
2376,802,1624
2377,803,1625
2378,804,1625
2379,804,1626
2380,804,1627
2381,804,1627
2382,805,1627
2383,805,1628
2384,806,1629
2385,807,1630
2386,807,1631
2387,807,1632
2388,807,1633
2389,807,1634
2390,807,1635
2391,808,1636
2392,808,1637
2393,808,1637
2394,808,1637
2395,809,1638
2396,809,1638
2397,810,1639
2398,811,1640
2399,812,1641
2400,812,1641
2401,812,1642
2402,812,1642
2403,813,1642
2404,813,1643
2405,813,1643
2406,813,1644
2407,814,1645
2408,814,1646
2409,814,1647
2410,814,1647
2411,814,1647
2412,814,1648
2413,814,1649
2414,814,1650
2415,814,1651
2416,815,1652
2417,815,1653
2418,815,1654
2419,815,1654
2420,815,1655
2421,815,1656
2422,815,1656
2423,815,1657
2424,815,1657
2425,815,1657
2426,815,1658
2427,815,1659
2428,815,1660
2429,815,1660
2430,815,1661
2431,815,1662
2432,816,1663
2433,816,1663
2434,816,1664
2435,817,1665
2436,818,1666
2437,818,1667
2438,818,1668
2439,818,1668
2440,818,1669
2441,819,1670
2442,820,1671
2443,821,1672
2444,821,1673
2445,822,1673
2446,822,1674
2447,822,1674
2448,823,1674
2449,823,1674
2450,824,1675
2451,825,1676
2452,825,1677
2453,825,1678
2454,826,1678
2455,827,1679
2456,827,1680
2457,827,1680
2458,827,1680
2459,827,1680
2460,827,1681
2461,827,1682
2462,827,1682
2463,827,1682
2464,828,1682
2465,828,1682
2466,828,1682
2467,828,1683
2468,828,1684
2469,828,1685
2470,828,1685
2471,828,1685
2472,829,1686
2473,830,1687
2474,831,1688
2475,832,1688
2476,833,1689
2477,834,1690
2478,835,1691
2479,835,1692
2480,835,1693
2481,835,1694
2482,835,1694
2483,835,1695
2484,835,1696
2485,835,1697
2486,835,1698
2487,835,1699
2488,835,1700
2489,835,1701
2490,835,1701
2491,835,1702
2492,835,1703
2493,835,1704
2494,835,1704
2495,835,1704
2496,835,1705
2497,835,1706
2498,836,1707
2499,837,1708
2500,837,1709
2501,837,1710
2502,837,1710
2503,837,1710
2504,837,1711
2505,838,1712
2506,839,1713
2507,839,1714
2508,839,1715
2509,839,1716
2510,839,1716
2511,839,1716
2512,840,1717
2513,840,1718
2514,840,1719
2515,841,1720
2516,841,1721
2517,842,1721
2518,842,1722
2519,842,1723
2520,842,1724
2521,842,1724
2522,842,1725
2523,842,1726
2524,842,1726
2525,842,1726
2526,842,1727
2527,842,1728
2528,842,1729
2529,843,1729
2530,843,1729
2531,843,1730
2532,844,1731
2533,845,1731
2534,846,1732
2535,847,1733
2536,848,1734
2537,848,1735
2538,849,1735
2539,849,1735
2540,850,1736
2541,850,1736
2542,851,1737
2543,851,1738
2544,852,1739
2545,852,1740
2546,852,1741
2547,852,1742
2548,852,1743
2549,853,1744
2550,854,1745
2551,854,1745
2552,854,1746
2553,854,1747
2554,855,1748
2555,855,1749
2556,855,1750
2557,856,1750
2558,856,1751
2559,856,1751
2560,856,1751
2561,856,1751
2562,856,1751
2563,856,1752
2564,856,1753
2565,856,1754
2566,856,1755
2567,857,1756
2568,857,1756
2569,857,1756
2570,858,1756
2571,859,1757
2572,860,1758
2573,861,1758
2574,862,1758
2575,862,1759
2576,862,1760
2577,862,1760
2578,863,1761
2579,863,1762
2580,863,1763
2581,864,1764
2582,864,1765
2583,864,1765
2584,864,1766
2585,865,1766
2586,865,1767
2587,865,1767
2588,865,1768
2589,866,1769
2590,866,1770
2591,866,1771
2592,867,1771
2593,867,1771
2594,867,1772
2595,867,1772
2596,867,1773
2597,867,1773
2598,867,1774
2599,868,1775
2600,868,1776
2601,868,1777
2602,868,1778
2603,868,1779
2604,869,1780
2605,870,1781
2606,870,1782
2607,871,1783
2608,872,1784
2609,873,1785
2610,873,1785
2611,874,1786
2612,874,1787
2613,874,1788
2614,875,1789
2615,875,1790
2616,875,1791
2617,875,1792
2618,875,1792
2619,876,1793
2620,876,1794
2621,877,1795
2622,877,1796
2623,877,1797
2624,878,1798
2625,879,1799
2626,879,1800
2627,879,1801
2628,879,1802
2629,880,1803
2630,881,1803
2631,881,1803
2632,881,1803
2633,881,1804
2634,881,1805
2635,882,1805
2636,883,1806
2637,884,1807
2638,884,1808
2639,884,1808
2640,885,1809
2641,885,1810
2642,885,1810
2643,885,1811
2644,885,1811
2645,885,1812
2646,886,1813
2647,886,1814
2648,887,1815
2649,887,1816
2650,887,1817
2651,887,1817
2652,887,1817
2653,887,1818
2654,887,1818
2655,887,1818
2656,888,1819
2657,889,1820
2658,889,1820
2659,889,1821
2660,890,1822
2661,891,1822
2662,891,1823
2663,891,1824
2664,891,1825
2665,891,1826
2666,892,1827
2667,893,1828
2668,893,1829
2669,893,1830
2670,894,1831
2671,894,1831
2672,895,1831
2673,895,1832
2674,895,1833
2675,895,1834
2676,895,1835
2677,895,1836
2678,895,1837
2679,896,1838
2680,896,1839
2681,897,1840
2682,897,1841
2683,897,1842
2684,897,1843
2685,897,1844
2686,897,1845
2687,897,1846
2688,897,1846
2689,897,1846
2690,897,1847
2691,898,1848
2692,899,1849
2693,899,1850
2694,900,1851
2695,900,1851
2696,900,1852
2697,900,1853
2698,900,1854
2699,900,1854
2700,900,1855
2701,901,1856
2702,902,1857
2703,903,1858
2704,903,1858
2705,904,1859
2706,904,1860
2707,905,1861
2708,906,1862
2709,906,1863
2710,906,1864
2711,907,1865
2712,907,1865
2713,907,1866
2714,908,1866
2715,908,1867
2716,908,1868
2717,908,1869
2718,908,1870
2719,908,1870
2720,908,1871
2721,909,1871
2722,909,1872
2723,910,1873
2724,910,1874
2725,910,1875
2726,911,1875
2727,911,1875
2728,911,1876
2729,912,1877
2730,912,1877
2731,913,1878
2732,913,1879
2733,913,1880
2734,913,1880
2735,913,1881
2736,914,1882
2737,914,1883
2738,914,1884
2739,914,1885
2740,914,1886
2741,915,1887
2742,915,1888
2743,916,1889
2744,916,1889
2745,916,1889
2746,916,1890
2747,917,1890
2748,917,1891
2749,918,1892
2750,918,1893
2751,918,1893
2752,918,1894
2753,918,1895
2754,918,1896
2755,919,1897
2756,920,1898
2757,920,1899
2758,921,1900
2759,922,1901
2760,922,1902
2761,922,1903
2762,922,1903
2763,922,1903
2764,922,1904
2765,922,1905
2766,923,1906
2767,923,1906
2768,924,1906
2769,924,1906
2770,925,1907
2771,925,1908
2772,926,1909
2773,926,1910
2774,926,1911
2775,926,1912
2776,927,1913
2777,927,1913
2778,927,1913
2779,927,1913
2780,928,1914
2781,928,1914
2782,928,1914
2783,928,1914
2784,928,1915
2785,928,1916
2786,928,1917
2787,928,1917
2788,929,1917
2789,929,1918
2790,930,1919
2791,931,1919
2792,931,1920
2793,931,1921
2794,931,1922
2795,931,1923
2796,931,1924
2797,931,1924
2798,932,1924
2799,932,1924
2800,933,1924
2801,934,1925
2802,934,1926
2803,934,1926
2804,935,1926
2805,935,1926
2806,936,1927
2807,937,1928
2808,938,1929
2809,938,1929
2810,938,1930
2811,938,1930
2812,939,1930
2813,940,1930
2814,940,1931
2815,941,1932
2816,942,1933
2817,942,1934
2818,943,1935
2819,944,1935
2820,945,1936
2821,945,1936
2822,945,1937
2823,945,1937
2824,945,1938
2825,945,1939
2826,945,1940
2827,946,1941
2828,946,1942
2829,947,1942
2830,947,1943
2831,947,1944
2832,948,1945
2833,948,1945
2834,948,1946
2835,948,1947
2836,948,1948
2837,949,1949
2838,949,1949
2839,949,1950
2840,949,1950
2841,949,1951
2842,950,1952
2843,950,1953
2844,951,1954
2845,952,1955
2846,953,1956
2847,953,1957
2848,954,1957
2849,954,1957
2850,955,1958
2851,956,1959
2852,956,1960
2853,956,1961
2854,956,1962
2855,956,1963
2856,956,1964
2857,956,1964
2858,956,1964
2859,956,1964
2860,956,1964
2861,956,1964
2862,957,1965
2863,958,1966
2864,958,1967
2865,958,1968
2866,958,1969
2867,959,1970
2868,959,1971
2869,959,1971
2870,960,1972
2871,960,1972
2872,960,1973
2873,960,1974
2874,960,1975
2875,960,1976
2876,961,1976
2877,961,1977
2878,961,1978
2879,962,1978
2880,962,1979
2881,962,1980
2882,962,1981
2883,962,1981
2884,962,1981
2885,962,1982
2886,962,1983
2887,962,1984
2888,963,1985
2889,963,1986
2890,964,1987
2891,965,1988
2892,965,1989
2893,966,1990
2894,966,1990
2895,966,1991
2896,966,1991
2897,966,1992
2898,966,1993
2899,967,1994
2900,968,1995
2901,968,1996
2902,968,1997
2903,968,1997
2904,968,1997
2905,969,1998
2906,970,1999
2907,971,2000
2908,971,2000
2909,971,2001
2910,972,2002
2911,973,2002
2912,974,2002
2913,975,2003
2914,975,2004
2915,975,2004
2916,975,2004
2917,975,2005
2918,975,2006
2919,976,2006
2920,976,2006
2921,977,2006
2922,978,2007
2923,978,2008
2924,978,2009
2925,978,2010
2926,978,2011
2927,978,2012
2928,979,2013
2929,979,2013
2930,979,2014
2931,979,2015
2932,980,2016
2933,980,2017
2934,980,2017
2935,980,2018
2936,980,2019
2937,980,2019
2938,980,2019
2939,980,2020
2940,980,2021
2941,980,2022
2942,980,2022
2943,980,2023
2944,980,2024
2945,980,2025
2946,980,2026
2947,981,2027
2948,981,2027
2949,981,2027
2950,981,2027
2951,981,2028
2952,982,2029
2953,982,2030
2954,982,2031
2955,982,2031
2956,983,2032
2957,983,2033
2958,983,2034
2959,984,2035
2960,984,2035
2961,984,2035
2962,984,2036
2963,985,2036
2964,985,2036
2965,985,2036
2966,985,2037
2967,985,2038
2968,985,2039
2969,985,2039
2970,986,2039
2971,987,2039
2972,987,2039
2973,987,2040
2974,988,2041
2975,988,2042
2976,988,2043
2977,988,2043
2978,988,2044
2979,988,2044
2980,988,2044
2981,988,2045
2982,989,2046
2983,990,2046
2984,990,2047
2985,990,2048
2986,991,2048
2987,991,2049
2988,992,2050
2989,993,2050
2990,994,2051
2991,994,2051
2992,994,2051
2993,994,2052
2994,994,2052
2995,995,2053
2996,995,2054
2997,995,2055
2998,995,2055
2999,995,2056
3000,995,2056
3001,995,2057
3002,996,2058
3003,996,2058
3004,996,2058
3005,997,2059
3006,997,2059
3007,998,2060
3008,998,2061
3009,998,2062
3010,999,2063
3011,999,2064
3012,1000,2064
3013,1000,2065
3014,1000,2066
3015,1000,2067
3016,1000,2068
3017,1000,2069
3018,1001,2070
3019,1001,2070
3020,1001,2070
3021,1001,2071
3022,1001,2071
3023,1001,2071
3024,1002,2072
3025,1002,2073
3026,1003,2074
3027,1003,2075
3028,1003,2076
3029,1004,2077
3030,1004,2078
3031,1004,2078
3032,1004,2079
3033,1004,2080
3034,1004,2081
3035,1004,2082
3036,1004,2083
3037,1004,2084
3038,1004,2085
3039,1004,2086
3040,1005,2087
3041,1005,2087
3042,1005,2088
3043,1006,2089
3044,1007,2089
3045,1008,2089
3046,1008,2089
3047,1009,2090
3048,1009,2090
3049,1010,2091
3050,1010,2091
3051,1010,2091
3052,1011,2092
3053,1011,2093
3054,1011,2094
3055,1012,2095
3056,1012,2096
3057,1013,2097
3058,1014,2098
3059,1015,2099
3060,1015,2100
3061,1015,2101
3062,1016,2102
3063,1016,2103
3064,1017,2104
3065,1017,2104
3066,1018,2104
3067,1018,2105
3068,1019,2106
3069,1019,2106
3070,1019,2107
3071,1020,2108
3072,1020,2108
3073,1021,2109
3074,1021,2110
3075,1021,2111
3076,1021,2111
3077,1022,2112
3078,1023,2113
3079,1024,2113
3080,1024,2114
3081,1024,2115
3082,1025,2116
3083,1025,2117
3084,1025,2118
3085,1025,2119
3086,1025,2120
3087,1025,2121
3088,1026,2122
3089,1026,2122
3090,1026,2123
3091,1026,2123
3092,1026,2123
3093,1027,2124
3094,1027,2124
3095,1028,2125
3096,1028,2126
3097,1029,2127
3098,1030,2128
3099,1030,2129
3100,1031,2129
3101,1031,2129
3102,1032,2130
3103,1033,2131
3104,1033,2132
3105,1034,2133
3106,1034,2133
3107,1035,2134
3108,1036,2135
3109,1036,2135
3110,1036,2136
3111,1036,2137
3112,1036,2138
3113,1036,2139
3114,1036,2139
3115,1036,2139
3116,1037,2140
3117,1038,2141
3118,1038,2142
3119,1038,2143
3120,1039,2144
3121,1040,2145
3122,1041,2146
3123,1042,2146
3124,1043,2147
3125,1043,2148
3126,1044,2149
3127,1045,2149
3128,1045,2150
3129,1046,2150
3130,1047,2151
3131,1047,2152
3132,1047,2153
3133,1047,2153
3134,1048,2154
3135,1048,2155
3136,1048,2156
3137,1048,2157
3138,1048,2158
3139,1048,2159
3140,1048,2160
3141,1049,2161
3142,1049,2162
3143,1050,2163
3144,1051,2163
3145,1051,2164
3146,1051,2165
3147,1051,2166
3148,1052,2166
3149,1053,2167
3150,1053,2168
3151,1053,2169
3152,1053,2170
3153,1053,2171
3154,1054,2172
3155,1054,2173
3156,1055,2173
3157,1055,2174
3158,1055,2175
3159,1055,2176
3160,1055,2177
3161,1055,2178
3162,1055,2179
3163,1055,2180
3164,1056,2180
3165,1056,2181
3166,1057,2182
3167,1057,2183
3168,1058,2183
3169,1058,2183
3170,1059,2183
3171,1060,2183
3172,1060,2183
3173,1061,2183
3174,1062,2184
3175,1062,2185
3176,1063,2185
3177,1063,2186
3178,1063,2187
3179,1064,2188
3180,1064,2189
3181,1064,2190
3182,1065,2191
3183,1065,2191
3184,1065,2192
3185,1065,2193
3186,1065,2194
3187,1065,2195
3188,1065,2195
3189,1065,2196
3190,1065,2197
3191,1065,2197
3192,1065,2198
3193,1065,2199
3194,1065,2200
3195,1065,2201
3196,1065,2202
3197,1065,2202
3198,1065,2203
3199,1065,2204
3200,1065,2205
3201,1065,2205
3202,1065,2205
3203,1065,2206
3204,1066,2207
3205,1067,2208
3206,1068,2209
3207,1068,2210
3208,1069,2211
3209,1070,2212
3210,1071,2213
3211,1071,2213
3212,1071,2214
3213,1071,2215
3214,1072,2215
3215,1072,2215
3216,1072,2216
3217,1072,2217
3218,1072,2218
3219,1073,2218
3220,1073,2218
3221,1073,2218
3222,1074,2219
3223,1074,2220
3224,1074,2220
3225,1074,2221
3226,1074,2222
3227,1074,2223
3228,1074,2224
3229,1075,2224
3230,1076,2225
3231,1076,2226
3232,1076,2227
3233,1076,2228
3234,1076,2229
3235,1077,2230
3236,1077,2231
3237,1077,2231
3238,1078,2232
3239,1078,2233
3240,1078,2234
3241,1078,2234
3242,1078,2235
3243,1079,2235
3244,1079,2236
3245,1079,2236
3246,1079,2237
3247,1080,2238
3248,1080,2239
3249,1080,2240
3250,1080,2241
3251,1080,2242
3252,1080,2242
3253,1080,2243
3254,1081,2244
3255,1081,2244
3256,1081,2245
3257,1082,2245
3258,1083,2246
3259,1083,2247
3260,1084,2247
3261,1084,2248
3262,1085,2249
3263,1085,2250
3264,1086,2251
3265,1087,2251
3266,1087,2252
3267,1087,2253
3268,1087,2254
3269,1088,2255
3270,1089,2256
3271,1089,2257
3272,1090,2257
3273,1090,2258
3274,1090,2259
3275,1090,2260
3276,1091,2260
3277,1092,2261
3278,1092,2261
3279,1092,2262
3280,1092,2262
3281,1092,2262
3282,1092,2263
3283,1093,2263
3284,1094,2264
3285,1094,2265
3286,1095,2265
3287,1096,2265
3288,1097,2266
3289,1097,2266
3290,1097,2267
3291,1097,2268
3292,1097,2269
3293,1098,2270
3294,1098,2270
3295,1099,2271
3296,1099,2272
3297,1099,2272
3298,1100,2273
3299,1100,2274
3300,1100,2274
3301,1100,2274
3302,1100,2275
3303,1100,2276
3304,1100,2276
3305,1101,2277
3306,1101,2278
3307,1101,2279
3308,1101,2280
3309,1101,2281
3310,1102,2282
3311,1102,2282
3312,1102,2283
3313,1102,2284
3314,1102,2285
3315,1103,2286
3316,1103,2287
3317,1104,2287
3318,1104,2287
3319,1104,2287
3320,1104,2287
3321,1104,2288
3322,1104,2289
3323,1104,2290
3324,1105,2290
3325,1106,2291
3326,1106,2291
3327,1106,2291
3328,1106,2292
3329,1106,2293
3330,1106,2294
3331,1106,2294
3332,1106,2295
3333,1106,2296
3334,1106,2297
3335,1106,2297
3336,1106,2298
3337,1106,2299
3338,1106,2300
3339,1106,2301
3340,1107,2301
3341,1108,2301
3342,1108,2301
3343,1109,2302
3344,1109,2303
3345,1109,2303
3346,1110,2304
3347,1110,2305
3348,1111,2305
3349,1111,2306
3350,1112,2307
3351,1113,2307
3352,1114,2308
3353,1114,2309
3354,1114,2310
3355,1115,2310
3356,1115,2311
3357,1115,2312
3358,1116,2313
3359,1116,2314
3360,1117,2315
3361,1118,2315
3362,1118,2316
3363,1119,2317
3364,1119,2317
3365,1119,2318
3366,1119,2319
3367,1120,2320
3368,1120,2320
3369,1120,2320
3370,1120,2321
3371,1120,2321
3372,1120,2322
3373,1121,2323
3374,1121,2324
3375,1121,2325
3376,1121,2326
3377,1121,2327
3378,1121,2328
3379,1121,2329
3380,1122,2330
3381,1122,2330
3382,1123,2331
3383,1124,2332
3384,1124,2333
3385,1124,2334
3386,1125,2335
3387,1125,2336
3388,1125,2337
3389,1125,2338
3390,1125,2339
3391,1125,2339
3392,1126,2340
3393,1127,2340
3394,1128,2341
3395,1128,2342
3396,1129,2343
3397,1130,2344
3398,1130,2345
3399,1130,2346
3400,1130,2346
3401,1130,2346
3402,1130,2347
3403,1130,2348
3404,1131,2349
3405,1131,2350
3406,1132,2351
3407,1133,2351
3408,1133,2352
3409,1133,2353
3410,1133,2354
3411,1133,2354
3412,1134,2354
3413,1134,2355
3414,1134,2356
3415,1135,2356
3416,1135,2357
3417,1135,2358
3418,1135,2358
3419,1135,2358
3420,1136,2359
3421,1136,2360
3422,1136,2360
3423,1137,2361
3424,1137,2362
3425,1138,2363
3426,1138,2364
3427,1138,2365
3428,1138,2366
3429,1138,2367
3430,1138,2368
3431,1139,2369
3432,1139,2369
3433,1139,2370
3434,1140,2371
3435,1141,2372
3436,1142,2372
3437,1142,2372
3438,1142,2373
3439,1142,2374
3440,1142,2374
3441,1142,2375
3442,1142,2376
3443,1143,2377
3444,1143,2378
3445,1143,2379
3446,1143,2380
3447,1143,2381
3448,1143,2382
3449,1144,2383
3450,1145,2384
3451,1146,2384
3452,1147,2385
3453,1147,2385
3454,1147,2386
3455,1147,2386
3456,1148,2386
3457,1148,2387
3458,1149,2387
3459,1149,2387
3460,1150,2388
3461,1150,2389
3462,1151,2390
3463,1151,2391
3464,1152,2391
3465,1152,2392
3466,1152,2393
3467,1153,2393
3468,1154,2394
3469,1155,2395
3470,1156,2396
3471,1156,2396
3472,1156,2396
3473,1156,2397
3474,1156,2398
3475,1156,2399
3476,1156,2400
3477,1157,2401
3478,1157,2402
3479,1157,2402
3480,1157,2402
3481,1157,2402
3482,1158,2403
3483,1159,2404
3484,1160,2405
3485,1160,2406
3486,1160,2406
3487,1160,2407
3488,1160,2408
3489,1161,2409
3490,1162,2409
3491,1162,2409
3492,1162,2410
3493,1162,2410
3494,1163,2410
3495,1163,2411
3496,1164,2412
3497,1164,2413
3498,1164,2413
3499,1164,2414
3500,1165,2414
3501,1165,2415
3502,1165,2415
3503,1166,2416
3504,1166,2417
3505,1166,2418
3506,1167,2418
3507,1167,2419
3508,1167,2420
3509,1167,2421
3510,1167,2422
3511,1167,2423
3512,1167,2424
3513,1167,2425
3514,1168,2426
3515,1168,2427
3516,1168,2428
3517,1168,2429
3518,1169,2430
3519,1169,2431
3520,1169,2432
3521,1170,2433
3522,1170,2433
3523,1171,2434
3524,1172,2435
3525,1172,2436
3526,1172,2437
3527,1172,2437
3528,1173,2438
3529,1174,2438
3530,1174,2438
3531,1175,2439
3532,1175,2440
3533,1175,2441
3534,1175,2441
3535,1175,2442
3536,1175,2442
3537,1175,2443
3538,1175,2443
3539,1175,2443
3540,1175,2444
3541,1176,2444
3542,1177,2445
3543,1177,2445
3544,1177,2446
3545,1178,2447
3546,1178,2448
3547,1178,2449
3548,1178,2450
3549,1178,2450
3550,1179,2451
3551,1180,2452
3552,1180,2453
3553,1181,2453
3554,1181,2454
3555,1182,2455
3556,1182,2456
3557,1182,2457
3558,1182,2458
3559,1182,2459
3560,1182,2459
3561,1183,2459
3562,1184,2460
3563,1184,2461
3564,1184,2462
3565,1184,2463
3566,1185,2463
3567,1186,2463
3568,1186,2464
3569,1186,2464
3570,1186,2465
3571,1186,2465
3572,1186,2466
3573,1187,2466
3574,1187,2467
3575,1187,2468
3576,1187,2469
3577,1187,2470
3578,1187,2471
3579,1187,2472
3580,1187,2472
3581,1187,2472
3582,1187,2472
3583,1187,2472
3584,1187,2473
3585,1187,2474
3586,1187,2475
3587,1187,2476
3588,1187,2477
3589,1187,2477
3590,1187,2477
3591,1188,2478
3592,1189,2479
3593,1190,2480
3594,1191,2481
3595,1191,2482
3596,1191,2483
3597,1191,2483
3598,1191,2483
3599,1192,2483
3600,1192,2483
3601,1193,2484
3602,1193,2484
3603,1193,2485
3604,1193,2486
3605,1194,2487
3606,1195,2488
3607,1195,2488
3608,1195,2489
3609,1195,2489
3610,1195,2489
3611,1195,2490
3612,1195,2491
3613,1195,2492
3614,1196,2493
3615,1196,2493
3616,1196,2494
3617,1196,2494
3618,1196,2495
3619,1196,2496
3620,1196,2497
3621,1196,2498
3622,1196,2499
3623,1196,2499
3624,1197,2500
3625,1198,2501
3626,1198,2501
3627,1198,2502
3628,1198,2503
3629,1198,2504
3630,1198,2504
3631,1198,2504
3632,1199,2505
3633,1199,2505
3634,1199,2506
3635,1199,2507
3636,1199,2507
3637,1200,2508
3638,1200,2508
3639,1201,2509
3640,1202,2510
3641,1203,2511
3642,1203,2511
3643,1204,2512
3644,1205,2513
3645,1205,2513
3646,1206,2513
3647,1207,2513
3648,1207,2513
3649,1207,2514
3650,1207,2515
3651,1207,2515
3652,1207,2515
3653,1207,2516
3654,1207,2517
3655,1208,2518
3656,1208,2518
3657,1208,2518
3658,1209,2519
3659,1210,2520
3660,1210,2520
3661,1210,2520
3662,1211,2521
3663,1212,2521
3664,1213,2521
3665,1213,2521
3666,1213,2521
3667,1214,2522
3668,1215,2523
3669,1216,2524
3670,1217,2525
3671,1217,2526
3672,1217,2526
3673,1218,2526
3674,1219,2527
3675,1220,2528
3676,1220,2529
3677,1220,2530
3678,1220,2531
3679,1220,2532
3680,1220,2533
3681,1220,2534
3682,1220,2534
3683,1220,2534
3684,1220,2534
3685,1220,2534
3686,1221,2535
3687,1221,2535
3688,1221,2536
3689,1221,2537
3690,1221,2538
3691,1221,2538
3692,1222,2538
3693,1222,2539
3694,1223,2540
3695,1223,2541
3696,1224,2541
3697,1224,2542
3698,1225,2543
3699,1226,2544
3700,1226,2544
3701,1226,2545
3702,1226,2546
3703,1227,2547
3704,1227,2548
3705,1227,2548
3706,1227,2548
3707,1228,2548
3708,1228,2549
3709,1229,2550
3710,1230,2550
3711,1230,2551
3712,1231,2552
3713,1231,2553
