n,average
23920,4956.49
23921,4954.64
23922,4954.85
23923,4955.05
23924,4955.26
23925,4955.47
23926,4955.68
23927,4953.83
23928,4954.04
23929,4952.19
23930,4952.4
23931,4952.61
23932,4950.77
23933,4950.97
23934,4951.18
23935,4951.39
23936,4949.55
23937,4949.75
23938,4949.96
23939,4950.17
23940,4950.37
23941,4950.58
23942,4950.79
23943,4950.99
23944,4949.15
23945,4949.36
23946,4949.57
23947,4949.77
23948,4949.98
23949,4950.19
23950,4950.39
23951,4950.6
23952,4948.76
23953,4948.97
23954,4949.17
23955,4947.34
23956,4947.54
23957,4947.75
23958,4947.96
23959,4948.16
23960,4948.37
23961,4948.57
23962,4948.78
23963,4948.99
23964,4949.19
23965,4949.4
23966,4949.61
23967,4947.77
23968,4947.98
23969,4948.18
23970,4948.39
23971,4948.6
23972,4948.8
23973,4949.01
23974,4949.22
23975,4949.42
23976,4949.63
23977,4949.83
23978,4950.04
23979,4950.25
23980,4950.45
23981,4950.66
23982,4948.82
23983,4949.03
23984,4947.19
23985,4947.4
23986,4945.57
23987,4945.77
23988,4943.94
23989,4942.11
23990,4942.32
23991,4942.52
23992,4942.73
23993,4942.93
23994,4943.14
23995,4941.31
23996,4941.52
23997,4941.72
23998,4941.93
23999,4942.13
24000,4942.34
24001,4942.55
24002,4942.75
24003,4942.96
24004,4943.16
24005,4943.37
24006,4943.57
24007,4943.78
24008,4941.95
24009,4942.16
24010,4942.36
24011,4942.57
24012,4942.77
24013,4942.98
24014,4943.19
24015,4943.39
24016,4943.6
24017,4943.8
24018,4944.01
24019,4944.22
24020,4944.42
24021,4944.63
24022,4944.83
24023,4945.04
24024,4943.21
24025,4943.42
24026,4943.62
24027,4941.79
24028,4942
24029,4942.2
24030,4940.38
24031,4940.58
24032,4940.79
24033,4941
24034,4941.2
24035,4941.41
24036,4941.61
24037,4941.82
24038,4939.99
24039,4940.2
24040,4940.4
24041,4940.61
24042,4940.81
24043,4941.02
24044,4941.22
24045,4941.43
24046,4941.64
24047,4941.84
24048,4942.05
24049,4942.25
24050,4942.46
24051,4942.66
24052,4942.87
24053,4943.07
24054,4943.28
24055,4943.49
24056,4943.69
24057,4943.9
24058,4944.1
24059,4944.31
24060,4944.51
24061,4944.72
24062,4944.92
24063,4945.13
24064,4945.33
24065,4945.54
24066,4945.75
24067,4945.95
24068,4946.16
24069,4946.36
24070,4946.57
24071,4946.77
24072,4946.98
24073,4947.18
24074,4947.39
24075,4945.56
24076,4945.77
24077,4945.97
24078,4946.18
24079,4946.38
24080,4946.59
24081,4946.8
24082,4944.97
24083,4945.17
24084,4945.38
24085,4943.56
24086,4943.76
24087,4943.97
24088,4944.17
24089,4944.38
24090,4944.58
24091,4944.79
24092,4944.99
24093,4945.2
24094,4945.4
24095,4945.61
24096,4945.81
24097,4946.02
24098,4944.19
24099,4942.37
24100,4942.58
24101,4942.78
24102,4942.99
24103,4943.19
24104,4943.4
24105,4943.6
24106,4943.81
24107,4944.01
24108,4944.22
24109,4944.42
24110,4944.63
24111,4944.83
24112,4945.04
24113,4945.24
24114,4945.45
24115,4945.65
24116,4945.86
24117,4946.06
24118,4946.27
24119,4944.44
24120,4944.65
24121,4944.85
24122,4943.03
24123,4943.24
24124,4941.42
24125,4939.6
24126,4937.78
24127,4935.97
24128,4934.15
24129,4934.36
24130,4934.56
24131,4934.76
24132,4934.97
24133,4935.17
24134,4935.38
24135,4935.58
24136,4935.79
24137,4935.99
24138,4936.2
24139,4934.38
24140,4934.59
24141,4934.79
24142,4935
24143,4935.2
24144,4935.4
24145,4935.61
24146,4935.81
24147,4936.02
24148,4936.22
24149,4936.43
24150,4936.63
24151,4936.84
24152,4937.04
24153,4937.24
24154,4937.45
24155,4937.65
24156,4937.86
24157,4938.06
24158,4938.27
24159,4938.47
24160,4938.68
24161,4938.88
24162,4939.08
24163,4939.29
24164,4937.47
24165,4937.68
24166,4937.88
24167,4938.09
24168,4938.29
24169,4938.5
24170,4936.68
24171,4936.89
24172,4937.09
24173,4937.3
24174,4937.5
24175,4937.7
24176,4935.89
24177,4936.1
24178,4936.3
24179,4934.49
24180,4934.69
24181,4934.9
24182,4935.1
24183,4935.31
24184,4935.51
24185,4933.7
24186,4933.9
24187,4934.11
24188,4934.31
24189,4934.52
24190,4934.72
24191,4934.92
24192,4935.13
24193,4935.33
24194,4933.52
24195,4933.73
24196,4933.93
24197,4934.14
24198,4934.34
24199,4934.54
24200,4934.75
24201,4934.95
24202,4935.15
24203,4935.36
24204,4935.56
24205,4935.77
24206,4935.97
24207,4936.17
24208,4936.38
24209,4936.58
24210,4936.79
24211,4936.99
24212,4937.19
24213,4937.4
24214,4937.6
24215,4937.81
24216,4938.01
24217,4938.21
24218,4938.42
24219,4938.62
24220,4938.83
24221,4939.03
24222,4939.23
24223,4939.44
24224,4939.64
24225,4939.85
24226,4940.05
24227,4940.25
24228,4940.46
24229,4940.66
24230,4940.86
24231,4941.07
24232,4941.27
24233,4941.48
24234,4941.68
24235,4941.88
24236,4942.09
24237,4942.29
24238,4942.5
24239,4940.68
24240,4940.89
24241,4941.09
24242,4941.3
24243,4941.5
24244,4941.7
24245,4941.91
24246,4942.11
24247,4942.32
24248,4942.52
24249,4942.72
24250,4942.93
24251,4943.13
24252,4943.33
24253,4943.54
24254,4943.74
24255,4943.95
24256,4944.15
24257,4944.35
24258,4944.56
24259,4944.76
24260,4942.95
24261,4943.15
24262,4943.36
24263,4943.56
24264,4943.77
24265,4943.97
24266,4944.17
24267,4944.38
24268,4944.58
24269,4944.78
24270,4944.99
24271,4943.18
24272,4943.38
24273,4943.58
24274,4941.78
24275,4941.98
24276,4942.18
24277,4942.39
24278,4942.59
24279,4942.79
24280,4940.98
24281,4941.19
24282,4941.39
24283,4941.6
24284,4941.8
24285,4942
24286,4942.21
24287,4942.41
24288,4942.61
24289,4942.82
24290,4941.01
24291,4941.21
24292,4941.42
24293,4941.62
24294,4941.82
24295,4942.03
24296,4942.23
24297,4942.43
24298,4942.64
24299,4942.84
24300,4943.04
24301,4943.25
24302,4943.45
24303,4943.65
24304,4943.86
24305,4944.06
24306,4944.26
24307,4944.47
24308,4942.66
24309,4942.86
24310,4943.07
24311,4943.27
24312,4943.47
24313,4943.68
24314,4943.88
24315,4944.08
24316,4944.29
24317,4944.49
24318,4944.69
24319,4944.9
24320,4943.09
24321,4943.29
24322,4941.49
24323,4941.69
24324,4941.89
24325,4942.1
24326,4942.3
24327,4942.5
24328,4942.71
24329,4942.91
24330,4941.1
24331,4939.3
24332,4939.5
24333,4939.71
24334,4939.91
24335,4940.11
24336,4940.32
24337,4940.52
24338,4940.72
24339,4940.93
24340,4941.13
24341,4941.33
24342,4941.53
24343,4941.74
24344,4941.94
24345,4942.14
24346,4942.35
24347,4942.55
24348,4942.75
24349,4942.96
24350,4943.16
24351,4943.36
24352,4943.56
24353,4943.77
24354,4943.97
24355,4944.17
24356,4944.38
24357,4942.57
24358,4942.78
24359,4942.98
24360,4943.18
24361,4941.38
24362,4941.58
24363,4941.78
24364,4941.99
24365,4942.19
24366,4942.39
24367,4942.6
24368,4942.8
24369,4943
24370,4943.2
24371,4943.41
24372,4943.61
24373,4941.81
24374,4942.01
24375,4942.21
24376,4942.42
24377,4942.62
24378,4940.82
24379,4941.02
24380,4941.22
24381,4941.43
24382,4941.63
24383,4939.83
24384,4940.03
24385,4940.24
24386,4940.44
24387,4940.64
24388,4940.84
24389,4941.05
24390,4941.25
24391,4941.45
24392,4941.65
24393,4941.86
24394,4942.06
24395,4942.26
24396,4942.46
24397,4942.67
24398,4942.87
24399,4943.07
24400,4943.27
24401,4943.48
24402,4943.68
24403,4943.88
24404,4944.08
24405,4942.28
24406,4942.49
24407,4942.69
24408,4942.89
24409,4943.09
24410,4943.3
24411,4943.5
24412,4941.7
24413,4941.9
24414,4942.11
24415,4940.31
24416,4940.51
24417,4940.71
24418,4938.92
24419,4939.12
24420,4939.32
24421,4939.52
24422,4939.72
24423,4939.93
24424,4940.13
24425,4940.33
24426,4938.54
24427,4938.74
24428,4938.94
24429,4939.14
24430,4939.34
24431,4939.55
24432,4939.75
24433,4937.95
24434,4938.16
24435,4938.36
24436,4938.56
24437,4938.76
24438,4938.97
24439,4939.17
24440,4939.37
24441,4939.57
24442,4939.77
24443,4939.98
24444,4940.18
24445,4940.38
24446,4938.59
24447,4938.79
24448,4938.99
24449,4939.19
24450,4939.39
24451,4939.6
24452,4939.8
24453,4940
24454,4940.2
24455,4940.4
24456,4940.61
24457,4940.81
24458,4941.01
24459,4941.21
24460,4941.41
24461,4939.62
24462,4939.82
24463,4940.02
24464,4940.23
24465,4940.43
24466,4940.63
24467,4940.83
24468,4941.03
24469,4941.24
24470,4941.44
24471,4941.64
24472,4941.84
24473,4942.04
24474,4942.25
24475,4942.45
24476,4942.65
24477,4942.85
24478,4943.05
24479,4941.26
24480,4939.47
24481,4939.67
24482,4937.88
24483,4938.08
24484,4938.28
24485,4938.48
24486,4938.68
24487,4938.89
24488,4939.09
24489,4939.29
24490,4939.49
24491,4939.69
24492,4939.9
24493,4940.1
24494,4940.3
24495,4940.5
24496,4940.7
24497,4940.9
24498,4939.11
24499,4939.31
24500,4939.52
24501,4937.73
24502,4937.93
24503,4938.13
24504,4938.33
24505,4938.53
24506,4936.74
24507,4936.95
24508,4937.15
24509,4937.35
24510,4935.56
24511,4935.76
24512,4933.98
24513,4934.18
24514,4934.38
24515,4934.58
24516,4934.78
24517,4933
24518,4933.2
24519,4933.4
24520,4933.6
24521,4931.82
24522,4932.02
24523,4932.22
24524,4932.42
24525,4930.64
24526,4930.84
24527,4931.04
24528,4931.24
24529,4931.44
24530,4931.64
24531,4931.85
24532,4930.06
24533,4930.27
24534,4930.47
24535,4930.67
24536,4930.87
24537,4931.07
24538,4931.27
24539,4931.47
24540,4931.67
24541,4931.87
24542,4932.07
24543,4930.29
24544,4930.49
24545,4930.7
24546,4930.9
24547,4931.1
24548,4931.3
24549,4929.52
24550,4929.72
24551,4927.94
24552,4928.14
24553,4928.34
24554,4926.57
24555,4926.77
24556,4926.97
24557,4927.17
24558,4927.37
24559,4927.57
24560,4927.77
24561,4925.99
24562,4926.19
24563,4926.39
24564,4924.62
24565,4924.82
24566,4925.02
24567,4925.22
24568,4925.42
24569,4925.62
24570,4923.85
24571,4924.05
24572,4924.25
24573,4924.45
24574,4924.65
24575,4924.85
24576,4923.08
24577,4921.31
24578,4921.51
24579,4921.71
24580,4921.91
24581,4920.14
24582,4920.34
24583,4920.54
24584,4920.74
24585,4920.94
24586,4921.14
24587,4921.34
24588,4921.54
24589,4921.74
24590,4921.94
24591,4922.14
24592,4922.34
24593,4922.54
24594,4922.74
24595,4922.94
24596,4923.14
24597,4923.34
24598,4923.54
24599,4923.74
24600,4923.94
24601,4924.14
24602,4924.34
24603,4924.54
24604,4924.74
24605,4924.94
24606,4923.17
24607,4923.37
24608,4923.57
24609,4921.8
24610,4922
24611,4922.2
24612,4922.4
24613,4922.6
24614,4922.8
24615,4923
24616,4923.2
24617,4923.4
24618,4921.63
24619,4921.83
24620,4922.03
24621,4922.23
24622,4922.43
24623,4922.63
24624,4922.83
24625,4923.03
24626,4923.23
24627,4923.43
24628,4923.63
24629,4923.83
24630,4922.06
24631,4922.26
24632,4922.46
24633,4920.7
24634,4920.89
24635,4921.09
24636,4921.29
24637,4921.49
24638,4921.69
24639,4921.89
24640,4922.09
24641,4922.29
24642,4922.49
24643,4922.69
24644,4922.89
24645,4923.09
24646,4923.29
24647,4923.49
24648,4923.69
24649,4923.89
24650,4924.09
24651,4922.32
24652,4922.52
24653,4922.72
24654,4922.92
24655,4923.12
24656,4923.32
24657,4923.52
24658,4923.72
24659,4923.92
24660,4924.12
24661,4924.32
24662,4924.52
24663,4924.72
24664,4924.92
24665,4925.12
24666,4925.32
24667,4925.52
24668,4925.72
24669,4925.92
24670,4926.12
24671,4926.32
24672,4926.52
24673,4926.72
24674,4926.92
24675,4927.12
24676,4927.32
24677,4927.52
24678,4927.72
24679,4927.92
24680,4928.12
24681,4928.31
24682,4928.51
24683,4928.71
24684,4928.91
24685,4929.11
24686,4929.31
24687,4929.51
24688,4927.74
24689,4927.94
24690,4928.14
24691,4928.34
24692,4928.54
24693,4928.74
24694,4928.94
24695,4929.14
24696,4929.34
24697,4929.54
24698,4929.74
24699,4929.94
24700,4930.14
24701,4930.34
24702,4930.54
24703,4930.74
24704,4930.94
24705,4931.14
24706,4931.34
24707,4931.54
24708,4929.77
24709,4929.97
24710,4930.17
24711,4930.37
24712,4930.57
24713,4930.77
24714,4930.97
24715,4931.17
24716,4931.36
24717,4931.56
24718,4929.8
24719,4930
24720,4930.2
24721,4930.39
24722,4930.59
24723,4928.83
24724,4929.03
24725,4929.23
24726,4929.43
24727,4929.63
24728,4929.82
24729,4930.02
24730,4930.22
24731,4928.46
24732,4928.66
24733,4928.86
24734,4929.06
24735,4929.25
24736,4929.45
24737,4929.65
24738,4929.85
24739,4930.05
24740,4930.25
24741,4930.45
24742,4930.65
24743,4930.85
24744,4931.05
24745,4931.25
24746,4931.45
24747,4931.65
24748,4931.85
24749,4932.04
24750,4932.24
24751,4932.44
24752,4932.64
24753,4932.84
24754,4933.04
24755,4933.24
24756,4933.44
24757,4933.64
24758,4933.84
24759,4934.04
24760,4934.24
24761,4934.44
24762,4934.64
24763,4934.83
24764,4935.03
24765,4935.23
24766,4935.43
24767,4935.63
24768,4935.83
24769,4936.03
24770,4936.23
24771,4936.43
24772,4936.63
24773,4936.83
24774,4937.03
24775,4937.23
24776,4937.43
24777,4937.62
24778,4937.82
24779,4936.06
24780,4936.25
24781,4936.45
24782,4936.65
24783,4934.89
24784,4935.09
24785,4933.32
24786,4933.52
24787,4933.72
24788,4933.92
24789,4934.12
24790,4934.32
24791,4934.51
24792,4934.71
24793,4934.91
24794,4935.11
24795,4935.31
24796,4935.51
24797,4935.71
24798,4935.91
24799,4934.14
24800,4934.34
24801,4934.54
24802,4934.74
24803,4934.94
24804,4935.14
24805,4935.34
24806,4935.54
24807,4935.73
24808,4935.93
24809,4936.13
24810,4936.33
24811,4936.53
24812,4936.73
24813,4936.93
24814,4937.13
24815,4935.36
24816,4935.56
24817,4935.76
24818,4935.96
24819,4936.16
24820,4936.36
24821,4936.56
24822,4936.75
24823,4934.99
24824,4935.19
24825,4935.39
24826,4935.59
24827,4935.79
24828,4934.02
24829,4934.22
24830,4934.42
24831,4934.62
24832,4934.82
24833,4935.02
24834,4935.21
24835,4935.41
24836,4935.61
24837,4935.81
24838,4936.01
24839,4936.21
24840,4936.41
24841,4936.61
24842,4936.8
24843,4937
24844,4937.2
24845,4937.4
24846,4937.6
24847,4937.8
24848,4938
24849,4936.23
24850,4936.43
24851,4936.63
24852,4936.83
24853,4937.03
24854,4937.23
24855,4937.43
24856,4937.62
24857,4937.82
24858,4938.02
24859,4938.22
24860,4938.42
24861,4938.62
24862,4938.82
24863,4939.01
24864,4939.21
24865,4939.41
24866,4939.61
24867,4939.81
24868,4940.01
24869,4940.21
24870,4940.41
24871,4940.6
24872,4940.8
24873,4941
24874,4941.2
24875,4941.4
24876,4941.6
24877,4941.8
24878,4941.99
24879,4942.19
24880,4942.39
24881,4942.59
24882,4942.79
24883,4942.99
24884,4943.19
24885,4943.38
24886,4943.58
24887,4941.82
24888,4942.02
24889,4940.25
24890,4940.45
24891,4940.65
24892,4940.85
24893,4941.05
24894,4941.25
24895,4939.48
24896,4939.68
24897,4939.88
24898,4938.12
24899,4936.36
24900,4934.6
24901,4934.8
24902,4935
24903,4935.2
24904,4935.39
24905,4935.59
24906,4935.79
24907,4935.99
24908,4936.19
24909,4934.43
24910,4934.63
24911,4934.83
24912,4935.02
24913,4935.22
24914,4935.42
24915,4935.62
24916,4935.82
24917,4936.01
24918,4936.21
24919,4936.41
24920,4936.61
24921,4934.85
24922,4935.05
24923,4935.25
24924,4935.45
24925,4935.64
24926,4935.84
24927,4936.04
24928,4936.24
24929,4936.44
24930,4936.63
24931,4936.83
24932,4937.03
24933,4937.23
24934,4937.43
24935,4935.67
24936,4935.87
24937,4936.06
24938,4936.26
24939,4936.46
24940,4936.66
24941,4936.86
24942,4937.05
24943,4935.3
24944,4935.5
24945,4935.69
24946,4935.89
24947,4936.09
24948,4936.29
24949,4936.49
24950,4936.68
24951,4936.88
24952,4937.08
24953,4937.28
24954,4937.48
24955,4937.67
24956,4937.87
24957,4938.07
24958,4938.27
24959,4938.46
24960,4938.66
24961,4938.86
24962,4937.1
24963,4937.3
24964,4937.5
24965,4937.7
24966,4937.9
24967,4938.09
24968,4938.29
24969,4938.49
24970,4938.69
24971,4938.88
24972,4939.08
24973,4939.28
24974,4937.52
24975,4937.72
24976,4937.92
24977,4938.12
24978,4938.32
24979,4938.51
24980,4938.71
24981,4938.91
24982,4939.11
24983,4939.3
24984,4939.5
24985,4939.7
24986,4939.9
24987,4940.09
24988,4940.29
24989,4940.49
24990,4940.69
24991,4938.93
24992,4937.18
24993,4937.38
24994,4937.57
24995,4937.77
24996,4937.97
24997,4938.17
24998,4938.36
24999,4938.56
25000,4938.76
25001,4938.96
25002,4939.15
25003,4939.35
25004,4939.55
25005,4939.75
25006,4939.94
25007,4940.14
25008,4940.34
25009,4940.54
25010,4940.73
25011,4940.93
25012,4941.13
25013,4941.33
25014,4941.53
25015,4941.72
25016,4939.97
25017,4938.22
25018,4938.41
25019,4938.61
25020,4938.81
25021,4939.01
25022,4939.2
25023,4939.4
25024,4939.6
25025,4937.85
25026,4938.04
25027,4938.24
25028,4938.44
25029,4938.63
25030,4938.83
25031,4937.08
25032,4937.28
25033,4935.53
25034,4935.73
25035,4935.92
25036,4936.12
25037,4934.37
25038,4934.57
25039,4934.77
25040,4934.96
25041,4935.16
25042,4935.36
25043,4935.55
25044,4935.75
25045,4935.95
25046,4936.15
25047,4936.34
25048,4936.54
25049,4936.74
25050,4936.93
25051,4937.13
25052,4937.33
25053,4937.52
25054,4937.72
25055,4937.92
25056,4938.12
25057,4936.37
25058,4936.56
25059,4936.76
25060,4936.96
25061,4937.16
25062,4935.41
25063,4935.6
25064,4935.8
25065,4934.06
25066,4934.25
25067,4934.45
25068,4934.65
25069,4934.84
25070,4935.04
25071,4933.29
25072,4933.49
25073,4933.69
25074,4933.88
25075,4934.08
25076,4934.28
25077,4934.47
25078,4934.67
25079,4934.87
25080,4935.06
25081,4935.26
25082,4935.46
25083,4935.66
25084,4935.85
25085,4936.05
25086,4936.25
25087,4936.44
25088,4936.64
25089,4936.84
25090,4937.03
25091,4937.23
25092,4937.43
25093,4937.62
25094,4937.82
25095,4938.02
25096,4938.21
25097,4938.41
25098,4938.61
25099,4938.8
25100,4939
25101,4939.2
25102,4939.39
25103,4939.59
25104,4939.79
25105,4939.98
25106,4940.18
25107,4938.43
25108,4938.63
25109,4938.83
25110,4939.02
25111,4939.22
25112,4939.42
25113,4939.61
25114,4939.81
25115,4940.01
25116,4940.2
25117,4940.4
25118,4940.6
25119,4940.79
25120,4940.99
25121,4941.19
25122,4941.38
25123,4941.58
25124,4941.78
25125,4941.97
25126,4940.23
25127,4940.42
25128,4940.62
25129,4940.82
25130,4941.01
25131,4941.21
25132,4941.41
25133,4941.6
25134,4941.8
25135,4942
25136,4942.19
25137,4940.45
25138,4938.7
25139,4936.96
25140,4937.16
25141,4937.35
25142,4937.55
25143,4937.75
25144,4937.94
25145,4938.14
25146,4938.33
25147,4938.53
25148,4938.73
25149,4938.92
25150,4939.12
25151,4939.32
25152,4939.51
25153,4939.71
25154,4939.91
25155,4940.1
25156,4940.3
25157,4940.49
25158,4940.69
25159,4940.89
25160,4941.08
25161,4941.28
25162,4941.48
25163,4941.67
25164,4941.87
25165,4942.07
25166,4942.26
25167,4942.46
25168,4942.66
25169,4942.85
25170,4943.05
25171,4943.24
25172,4943.44
25173,4943.64
25174,4943.83
25175,4944.03
25176,4944.23
25177,4944.42
25178,4944.62
25179,4944.82
25180,4945.01
25181,4945.21
25182,4943.46
25183,4943.66
25184,4943.86
25185,4944.05
25186,4944.25
25187,4944.44
25188,4944.64
25189,4944.84
25190,4943.09
25191,4941.35
25192,4941.55
25193,4941.74
25194,4941.94
25195,4942.13
25196,4942.33
25197,4942.53
25198,4940.78
25199,4939.04
25200,4939.24
25201,4937.5
25202,4937.7
25203,4937.89
25204,4938.09
25205,4938.28
25206,4938.48
25207,4938.68
25208,4938.87
25209,4939.07
25210,4939.26
25211,4939.46
25212,4939.66
25213,4939.85
25214,4940.05
25215,4938.31
25216,4936.57
25217,4936.77
25218,4936.96
25219,4937.16
25220,4937.35
25221,4937.55
25222,4937.74
25223,4937.94
25224,4938.14
25225,4938.33
25226,4938.53
25227,4938.72
25228,4938.92
25229,4939.12
25230,4939.31
25231,4939.51
25232,4939.7
25233,4939.9
25234,4940.09
25235,4940.29
25236,4940.49
25237,4940.68
25238,4940.88
25239,4941.07
25240,4941.27
25241,4939.53
25242,4939.73
25243,4939.92
25244,4940.12
25245,4940.31
25246,4940.51
25247,4940.7
25248,4940.9
25249,4941.1
25250,4941.29
25251,4941.49
25252,4941.68
25253,4941.88
25254,4942.07
25255,4942.27
25256,4942.47
25257,4942.66
25258,4942.86
25259,4941.12
25260,4941.31
25261,4941.51
25262,4941.71
25263,4941.9
25264,4942.1
25265,4942.29
25266,4942.49
25267,4942.68
25268,4942.88
25269,4943.08
25270,4943.27
25271,4943.47
25272,4943.66
25273,4943.86
25274,4944.05
25275,4944.25
25276,4944.44
25277,4944.64
25278,4942.9
25279,4943.1
25280,4943.29
25281,4943.49
25282,4943.68
25283,4943.88
25284,4944.08
25285,4944.27
25286,4944.47
25287,4944.66
25288,4944.86
25289,4945.05
25290,4945.25
25291,4945.44
25292,4945.64
25293,4945.83
25294,4946.03
25295,4946.23
25296,4944.49
25297,4944.68
25298,4944.88
25299,4945.07
25300,4943.34
25301,4943.53
25302,4943.73
25303,4943.92
25304,4944.12
25305,4944.31
25306,4944.51
25307,4944.7
25308,4944.9
25309,4943.16
25310,4943.36
25311,4943.55
25312,4941.82
25313,4942.01
25314,4942.21
25315,4942.41
25316,4942.6
25317,4942.8
25318,4942.99
25319,4943.19
25320,4943.38
25321,4943.58
25322,4943.77
25323,4943.97
25324,4944.16
25325,4944.36
25326,4944.55
25327,4944.75
25328,4944.94
25329,4945.14
25330,4945.33
25331,4945.53
25332,4945.72
25333,4945.92
25334,4946.11
25335,4946.31
25336,4946.51
25337,4946.7
25338,4946.9
25339,4947.09
25340,4947.29
25341,4947.48
25342,4947.68
25343,4947.87
25344,4948.07
25345,4948.26
25346,4948.46
25347,4948.65
25348,4948.85
25349,4949.04
25350,4947.31
25351,4947.5
25352,4947.7
25353,4945.96
25354,4946.16
25355,4946.35
25356,4946.55
25357,4946.74
25358,4946.94
25359,4947.13
25360,4947.33
25361,4947.52
25362,4947.72
25363,4947.91
25364,4948.11
25365,4948.3
25366,4948.5
25367,4948.69
25368,4948.89
25369,4949.08
25370,4949.28
25371,4947.54
25372,4947.74
25373,4947.93
25374,4948.13
25375,4948.32
25376,4946.59
25377,4946.78
25378,4945.05
25379,4945.25
25380,4945.44
25381,4945.64
25382,4945.83
25383,4946.02
25384,4946.22
25385,4946.41
25386,4946.61
25387,4946.8
25388,4947
25389,4947.19
25390,4947.39
25391,4947.58
25392,4947.78
25393,4947.97
25394,4948.17
25395,4948.36
25396,4948.56
25397,4948.75
25398,4948.95
25399,4949.14
25400,4949.34
25401,4949.53
25402,4949.73
25403,4949.92
25404,4950.12
25405,4950.31
25406,4950.51
25407,4950.7
25408,4950.9
25409,4951.09
25410,4951.29
25411,4949.55
25412,4949.75
25413,4949.94
25414,4950.14
25415,4950.33
25416,4950.53
25417,4948.79
25418,4948.99
25419,4949.18
25420,4947.45
25421,4947.64
25422,4947.84
25423,4948.03
25424,4948.23
25425,4946.5
25426,4946.69
25427,4946.89
25428,4947.08
25429,4947.28
25430,4947.47
25431,4947.67
25432,4947.86
25433,4948.05
25434,4948.25
25435,4946.52
25436,4946.71
25437,4946.91
25438,4947.1
25439,4947.3
25440,4947.49
25441,4947.69
25442,4947.88
25443,4946.15
25444,4946.35
25445,4946.54
25446,4946.73
25447,4946.93
25448,4947.12
25449,4947.32
25450,4947.51
25451,4947.71
25452,4947.9
25453,4946.17
25454,4946.37
25455,4946.56
25456,4946.75
25457,4945.03
25458,4945.22
25459,4943.5
25460,4941.77
25461,4940.05
25462,4940.24
25463,4940.43
25464,4940.63
25465,4940.82
25466,4939.1
25467,4939.29
25468,4939.49
25469,4939.68
25470,4939.88
25471,4940.07
25472,4940.26
25473,4940.46
25474,4940.65
25475,4940.85
25476,4941.04
25477,4941.23
25478,4941.43
25479,4939.71
25480,4939.9
25481,4940.09
25482,4940.29
25483,4940.48
25484,4940.67
25485,4938.95
25486,4939.15
25487,4939.34
25488,4939.53
25489,4939.73
25490,4939.92
25491,4940.12
25492,4940.31
25493,4938.59
25494,4938.78
25495,4938.98
25496,4939.17
25497,4939.36
25498,4939.56
25499,4939.75
25500,4939.95
25501,4940.14
25502,4940.33
25503,4940.53
25504,4940.72
25505,4940.91
25506,4941.11
25507,4941.3
25508,4941.5
25509,4941.69
25510,4941.88
25511,4942.08
25512,4942.27
25513,4942.46
25514,4942.66
25515,4942.85
25516,4943.05
25517,4943.24
25518,4943.43
25519,4943.63
25520,4943.82
25521,4944.01
25522,4944.21
25523,4942.49
25524,4942.68
25525,4942.87
25526,4943.07
25527,4943.26
25528,4943.45
25529,4943.65
25530,4943.84
25531,4944.04
25532,4944.23
25533,4944.42
25534,4944.62
25535,4944.81
25536,4945
25537,4943.28
25538,4943.48
25539,4943.67
25540,4943.86
25541,4944.06
25542,4944.25
25543,4944.44
25544,4944.64
25545,4944.83
25546,4945.03
25547,4943.3
25548,4941.59
25549,4941.78
25550,4941.97
25551,4940.26
25552,4940.45
25553,4940.64
25554,4940.84
25555,4941.03
25556,4941.22
25557,4941.42
25558,4941.61
25559,4941.8
25560,4942
25561,4942.19
25562,4940.47
25563,4940.66
25564,4940.86
25565,4941.05
25566,4941.24
25567,4941.44
25568,4941.63
25569,4941.82
25570,4942.02
25571,4942.21
25572,4942.4
25573,4942.6
25574,4942.79
25575,4942.98
25576,4943.18
25577,4943.37
25578,4943.56
25579,4943.76
25580,4943.95
25581,4944.14
25582,4944.34
25583,4944.53
25584,4944.72
25585,4944.92
25586,4945.11
25587,4945.3
25588,4945.5
25589,4945.69
25590,4945.88
25591,4946.08
25592,4946.27
25593,4946.46
25594,4946.66
25595,4946.85
25596,4947.04
25597,4947.24
25598,4947.43
25599,4947.62
25600,4947.82
25601,4946.1
25602,4946.29
25603,4946.48
25604,4946.68
25605,4946.87
25606,4945.15
25607,4945.35
25608,4945.54
25609,4945.73
25610,4945.93
25611,4946.12
25612,4946.31
25613,4946.5
25614,4946.7
25615,4946.89
25616,4947.08
25617,4947.28
25618,4947.47
25619,4947.66
25620,4947.86
25621,4948.05
25622,4948.24
25623,4948.44
25624,4948.63
25625,4948.82
25626,4949.02
25627,4949.21
25628,4949.4
25629,4949.59
25630,4947.88
25631,4948.07
25632,4948.26
25633,4948.46
25634,4946.74
25635,4946.93
25636,4947.12
25637,4947.32
25638,4947.51
25639,4947.7
25640,4947.9
25641,4948.09
25642,4948.28
25643,4948.48
25644,4948.67
25645,4948.86
25646,4949.05
25647,4949.25
25648,4949.44
25649,4949.63
25650,4949.83
25651,4950.02
25652,4950.21
25653,4950.41
25654,4950.6
25655,4950.79
25656,4950.98
25657,4949.27
25658,4949.46
25659,4949.65
25660,4949.85
25661,4950.04
25662,4950.23
25663,4950.42
25664,4950.62
25665,4948.9
25666,4949.09
25667,4949.29
25668,4949.48
25669,4947.76
25670,4947.96
25671,4948.15
25672,4948.34
25673,4948.54
