n,average
30294,553.76
30295,553.758
30296,553.756
30297,553.774
30298,553.772
30299,553.771
30300,553.789
30301,553.807
30302,553.825
30303,553.823
30304,553.821
30305,553.819
30306,553.817
30307,553.816
30308,553.814
30309,553.812
30310,553.81
30311,553.808
30312,553.806
30313,553.804
30314,553.802
30315,553.8
30316,553.798
30317,553.796
30318,553.794
30319,553.792
30320,553.79
30321,553.788
30322,553.786
30323,553.784
30324,553.802
30325,553.8
30326,553.798
30327,553.817
30328,553.815
30329,553.813
30330,553.811
30331,553.809
30332,553.827
30333,553.825
30334,553.823
30335,553.821
30336,553.819
30337,553.817
30338,553.835
30339,553.834
30340,553.832
30341,553.83
30342,553.828
30343,553.826
30344,553.824
30345,553.822
30346,553.82
30347,553.818
30348,553.816
30349,553.814
30350,553.812
30351,553.81
30352,553.808
30353,553.806
30354,553.804
30355,553.802
30356,553.8
30357,553.798
30358,553.796
30359,553.794
30360,553.792
30361,553.79
30362,553.788
30363,553.786
30364,553.784
30365,553.782
30366,553.801
30367,553.799
30368,553.797
30369,553.795
30370,553.793
30371,553.811
30372,553.809
30373,553.807
30374,553.805
30375,553.803
30376,553.801
30377,553.799
30378,553.797
30379,553.795
30380,553.814
30381,553.812
30382,553.81
30383,553.828
30384,553.846
30385,553.844
30386,553.842
30387,553.84
30388,553.838
30389,553.836
30390,553.855
30391,553.853
30392,553.851
30393,553.849
30394,553.847
30395,553.845
30396,553.843
30397,553.841
30398,553.839
30399,553.837
30400,553.835
30401,553.833
30402,553.831
30403,553.829
30404,553.827
30405,553.825
30406,553.823
30407,553.821
30408,553.819
30409,553.817
30410,553.836
30411,553.834
30412,553.832
30413,553.83
30414,553.828
30415,553.826
30416,553.844
30417,553.862
30418,553.86
30419,553.878
30420,553.876
30421,553.874
30422,553.872
30423,553.871
30424,553.869
30425,553.867
30426,553.865
30427,553.863
30428,553.861
30429,553.879
30430,553.877
30431,553.875
30432,553.873
30433,553.871
30434,553.869
30435,553.867
30436,553.865
30437,553.863
30438,553.861
30439,553.859
30440,553.857
30441,553.855
30442,553.853
30443,553.851
30444,553.85
30445,553.848
30446,553.866
30447,553.864
30448,553.862
30449,553.86
30450,553.858
30451,553.856
30452,553.854
30453,553.852
30454,553.85
30455,553.848
30456,553.846
30457,553.844
30458,553.842
30459,553.86
30460,553.858
30461,553.877
30462,553.895
30463,553.913
30464,553.911
30465,553.909
30466,553.907
30467,553.905
30468,553.903
30469,553.901
30470,553.899
30471,553.897
30472,553.916
30473,553.914
30474,553.912
30475,553.93
30476,553.928
30477,553.926
30478,553.924
30479,553.922
30480,553.92
30481,553.918
30482,553.936
30483,553.934
30484,553.932
30485,553.93
30486,553.928
30487,553.926
30488,553.924
30489,553.922
30490,553.92
30491,553.919
30492,553.917
30493,553.915
30494,553.913
30495,553.911
30496,553.909
30497,553.907
30498,553.905
30499,553.903
30500,553.921
30501,553.919
30502,553.917
30503,553.915
30504,553.913
30505,553.911
30506,553.909
30507,553.907
30508,553.905
30509,553.924
30510,553.922
30511,553.92
30512,553.918
30513,553.916
30514,553.914
30515,553.912
30516,553.91
30517,553.908
30518,553.926
30519,553.924
30520,553.922
30521,553.92
30522,553.918
30523,553.916
30524,553.914
30525,553.912
30526,553.91
30527,553.908
30528,553.906
30529,553.904
30530,553.903
30531,553.901
30532,553.919
30533,553.917
30534,553.915
30535,553.913
30536,553.911
30537,553.909
30538,553.907
30539,553.905
30540,553.903
30541,553.901
30542,553.899
30543,553.897
30544,553.895
30545,553.893
30546,553.891
30547,553.889
30548,553.887
30549,553.885
30550,553.884
30551,553.902
30552,553.9
30553,553.898
30554,553.896
30555,553.894
30556,553.892
30557,553.89
30558,553.888
30559,553.886
30560,553.884
30561,553.882
30562,553.88
30563,553.878
30564,553.876
30565,553.874
30566,553.872
30567,553.87
30568,553.868
30569,553.887
30570,553.885
30571,553.883
30572,553.881
30573,553.879
30574,553.877
30575,553.875
30576,553.873
30577,553.871
30578,553.869
30579,553.867
30580,553.865
30581,553.863
30582,553.861
30583,553.859
30584,553.857
30585,553.855
30586,553.873
30587,553.872
30588,553.87
30589,553.868
30590,553.866
30591,553.864
30592,553.862
30593,553.86
30594,553.858
30595,553.856
30596,553.874
30597,553.872
30598,553.87
30599,553.868
30600,553.866
30601,553.864
30602,553.862
30603,553.86
30604,553.858
30605,553.856
30606,553.855
30607,553.853
30608,553.851
30609,553.849
30610,553.847
30611,553.845
30612,553.843
30613,553.841
30614,553.839
30615,553.837
30616,553.835
30617,553.833
30618,553.831
30619,553.849
30620,553.847
30621,553.845
30622,553.843
30623,553.841
30624,553.839
30625,553.838
30626,553.836
30627,553.834
30628,553.832
30629,553.83
30630,553.828
30631,553.846
30632,553.844
30633,553.842
30634,553.84
30635,553.838
30636,553.836
30637,553.834
30638,553.832
30639,553.83
30640,553.828
30641,553.826
30642,553.824
30643,553.843
30644,553.841
30645,553.839
30646,553.837
30647,553.835
30648,553.833
30649,553.831
30650,553.829
30651,553.827
30652,553.825
30653,553.843
30654,553.841
30655,553.839
30656,553.837
30657,553.835
30658,553.833
30659,553.831
30660,553.829
30661,553.828
30662,553.826
30663,553.824
30664,553.842
30665,553.84
30666,553.838
30667,553.836
30668,553.834
30669,553.852
30670,553.85
30671,553.848
30672,553.846
30673,553.844
30674,553.862
30675,553.86
30676,553.858
30677,553.856
30678,553.854
30679,553.853
30680,553.851
30681,553.849
30682,553.867
30683,553.865
30684,553.863
30685,553.861
30686,553.859
30687,553.857
30688,553.855
30689,553.853
30690,553.871
30691,553.869
30692,553.867
30693,553.865
30694,553.863
30695,553.861
30696,553.879
30697,553.878
30698,553.896
30699,553.914
30700,553.912
30701,553.91
30702,553.908
30703,553.906
30704,553.904
30705,553.902
30706,553.9
30707,553.898
30708,553.896
30709,553.894
30710,553.912
30711,553.91
30712,553.928
30713,553.926
30714,553.924
30715,553.942
30716,553.94
30717,553.939
30718,553.957
30719,553.955
30720,553.953
30721,553.951
30722,553.949
30723,553.947
30724,553.945
30725,553.943
30726,553.941
30727,553.939
30728,553.937
30729,553.935
30730,553.933
30731,553.931
30732,553.929
30733,553.927
30734,553.925
30735,553.924
30736,553.922
30737,553.92
30738,553.918
30739,553.916
30740,553.914
30741,553.912
30742,553.91
30743,553.928
30744,553.946
30745,553.944
30746,553.942
30747,553.94
30748,553.938
30749,553.936
30750,553.934
30751,553.932
30752,553.93
30753,553.928
30754,553.927
30755,553.925
30756,553.923
30757,553.921
30758,553.919
30759,553.917
30760,553.915
30761,553.933
30762,553.931
30763,553.929
30764,553.927
30765,553.925
30766,553.923
30767,553.921
30768,553.919
30769,553.917
30770,553.915
30771,553.913
30772,553.912
30773,553.91
30774,553.908
30775,553.906
30776,553.904
30777,553.902
30778,553.9
30779,553.898
30780,553.896
30781,553.894
30782,553.892
30783,553.89
30784,553.888
30785,553.886
30786,553.904
30787,553.902
30788,553.9
30789,553.898
30790,553.897
30791,553.895
30792,553.893
30793,553.891
30794,553.909
30795,553.907
30796,553.925
30797,553.923
30798,553.921
30799,553.939
30800,553.937
30801,553.935
30802,553.933
30803,553.931
30804,553.929
30805,553.927
30806,553.925
30807,553.923
30808,553.941
30809,553.939
30810,553.937
30811,553.935
30812,553.934
30813,553.932
30814,553.93
30815,553.928
30816,553.926
30817,553.924
30818,553.922
30819,553.94
30820,553.938
30821,553.936
30822,553.934
30823,553.932
30824,553.93
30825,553.928
30826,553.926
30827,553.924
30828,553.922
30829,553.921
30830,553.919
30831,553.917
30832,553.935
30833,553.953
30834,553.951
30835,553.949
30836,553.947
30837,553.965
30838,553.963
30839,553.961
30840,553.959
30841,553.957
30842,553.955
30843,553.953
30844,553.951
30845,553.949
30846,553.947
30847,553.945
30848,553.943
30849,553.961
30850,553.959
30851,553.957
30852,553.956
30853,553.973
30854,553.972
30855,553.97
30856,553.968
30857,553.966
30858,553.964
30859,553.962
30860,553.96
30861,553.958
30862,553.956
30863,553.954
30864,553.952
30865,553.95
30866,553.948
30867,553.946
30868,553.944
30869,553.943
30870,553.941
30871,553.939
30872,553.937
30873,553.935
30874,553.933
30875,553.951
30876,553.949
30877,553.947
30878,553.945
30879,553.963
30880,553.981
30881,553.979
30882,553.977
30883,553.975
30884,553.973
30885,553.971
30886,553.969
30887,553.967
30888,553.965
30889,553.963
30890,553.981
30891,553.979
30892,553.977
30893,553.976
30894,553.974
30895,553.972
30896,553.97
30897,553.968
30898,553.966
30899,553.964
30900,553.962
30901,553.96
30902,553.958
30903,553.956
30904,553.954
30905,553.972
30906,553.97
30907,553.968
30908,553.966
30909,553.964
30910,553.963
30911,553.98
30912,553.978
30913,553.977
30914,553.975
30915,553.973
30916,553.971
30917,553.969
30918,553.967
30919,553.965
30920,553.963
30921,553.961
30922,553.959
30923,553.957
30924,553.955
30925,553.953
30926,553.951
30927,553.949
30928,553.948
30929,553.946
30930,553.944
30931,553.962
30932,553.98
30933,553.997
30934,553.995
30935,553.994
30936,553.992
30937,553.99
30938,553.988
30939,553.986
30940,553.984
30941,553.982
30942,553.98
30943,553.978
30944,553.976
30945,553.974
30946,553.972
30947,553.97
30948,553.968
30949,553.966
30950,553.965
30951,553.963
30952,553.961
30953,553.959
30954,553.957
30955,553.955
30956,553.953
30957,553.951
30958,553.949
30959,553.947
30960,553.945
30961,553.943
30962,553.941
30963,553.939
30964,553.938
30965,553.936
30966,553.934
30967,553.932
30968,553.93
30969,553.928
30970,553.926
30971,553.924
30972,553.922
30973,553.92
30974,553.918
30975,553.916
30976,553.914
30977,553.912
30978,553.911
30979,553.909
30980,553.907
30981,553.905
30982,553.903
30983,553.901
30984,553.919
30985,553.917
30986,553.915
30987,553.913
30988,553.911
30989,553.909
30990,553.907
30991,553.905
30992,553.903
30993,553.901
30994,553.899
30995,553.917
30996,553.915
30997,553.914
30998,553.912
30999,553.91
31000,553.928
31001,553.926
31002,553.924
31003,553.922
31004,553.92
31005,553.938
31006,553.936
31007,553.934
31008,553.932
31009,553.93
31010,553.928
31011,553.926
31012,553.924
31013,553.922
31014,553.92
31015,553.918
31016,553.916
31017,553.915
31018,553.913
31019,553.911
31020,553.909
31021,553.907
31022,553.905
31023,553.923
31024,553.921
31025,553.919
31026,553.917
31027,553.915
31028,553.913
31029,553.931
31030,553.949
31031,553.947
31032,553.945
31033,553.943
31034,553.941
31035,553.939
31036,553.937
31037,553.935
31038,553.933
31039,553.932
31040,553.93
31041,553.928
31042,553.926
31043,553.924
31044,553.922
31045,553.92
31046,553.918
31047,553.916
31048,553.914
31049,553.912
31050,553.91
31051,553.908
31052,553.907
31053,553.905
31054,553.903
31055,553.901
31056,553.899
31057,553.917
31058,553.915
31059,553.913
31060,553.931
31061,553.929
31062,553.927
31063,553.925
31064,553.923
31065,553.921
31066,553.919
31067,553.917
31068,553.915
31069,553.913
31070,553.911
31071,553.91
31072,553.908
31073,553.906
31074,553.904
31075,553.922
31076,553.92
31077,553.918
31078,553.916
31079,553.914
31080,553.932
31081,553.93
31082,553.928
31083,553.926
31084,553.944
31085,553.942
31086,553.94
31087,553.938
31088,553.956
31089,553.954
31090,553.952
31091,553.95
31092,553.948
31093,553.946
31094,553.944
31095,553.942
31096,553.94
31097,553.939
31098,553.937
31099,553.935
31100,553.933
31101,553.951
31102,553.949
31103,553.947
31104,553.945
31105,553.943
31106,553.941
31107,553.939
31108,553.937
31109,553.935
31110,553.933
31111,553.931
31112,553.949
31113,553.947
31114,553.945
31115,553.943
31116,553.941
31117,553.94
31118,553.938
31119,553.936
31120,553.934
31121,553.952
31122,553.95
31123,553.948
31124,553.946
31125,553.944
31126,553.962
31127,553.96
31128,553.958
31129,553.956
31130,553.954
31131,553.952
31132,553.95
31133,553.948
31134,553.946
31135,553.944
31136,553.942
31137,553.941
31138,553.939
31139,553.937
31140,553.935
31141,553.953
31142,553.951
31143,553.949
31144,553.947
31145,553.945
31146,553.943
31147,553.941
31148,553.939
31149,553.937
31150,553.935
31151,553.933
31152,553.932
31153,553.93
31154,553.928
31155,553.926
31156,553.924
31157,553.922
31158,553.92
31159,553.918
31160,553.916
31161,553.914
31162,553.912
31163,553.91
31164,553.908
31165,553.907
31166,553.905
31167,553.903
31168,553.901
31169,553.899
31170,553.897
31171,553.895
31172,553.893
31173,553.891
31174,553.889
31175,553.887
31176,553.886
31177,553.884
31178,553.882
31179,553.88
31180,553.878
31181,553.876
31182,553.874
31183,553.872
31184,553.87
31185,553.868
31186,553.866
31187,553.864
31188,553.863
31189,553.861
31190,553.859
31191,553.857
31192,553.855
31193,553.853
31194,553.851
31195,553.849
31196,553.847
31197,553.845
31198,553.843
31199,553.861
31200,553.859
31201,553.857
31202,553.855
31203,553.854
31204,553.852
31205,553.85
31206,553.848
31207,553.866
31208,553.864
31209,553.862
31210,553.86
31211,553.858
31212,553.856
31213,553.854
31214,553.852
31215,553.87
31216,553.868
31217,553.866
31218,553.864
31219,553.882
31220,553.88
31221,553.878
31222,553.896
31223,553.894
31224,553.892
31225,553.89
31226,553.888
31227,553.886
31228,553.884
31229,553.882
31230,553.881
31231,553.879
31232,553.877
31233,553.875
31234,553.873
31235,553.891
31236,553.889
31237,553.887
31238,553.885
31239,553.883
31240,553.881
31241,553.879
31242,553.877
31243,553.875
31244,553.873
31245,553.872
31246,553.889
31247,553.887
31248,553.885
31249,553.884
31250,553.882
31251,553.88
31252,553.878
31253,553.876
31254,553.874
31255,553.872
31256,553.87
31257,553.868
31258,553.866
31259,553.864
31260,553.863
31261,553.861
31262,553.859
31263,553.857
31264,553.855
31265,553.853
31266,553.851
31267,553.849
31268,553.847
31269,553.845
31270,553.843
31271,553.842
31272,553.84
31273,553.838
31274,553.836
31275,553.834
31276,553.832
31277,553.85
31278,553.848
31279,553.846
31280,553.844
31281,553.842
31282,553.84
31283,553.838
31284,553.836
31285,553.834
31286,553.833
31287,553.831
31288,553.829
31289,553.846
31290,553.845
31291,553.862
31292,553.86
31293,553.858
31294,553.857
31295,553.855
31296,553.872
31297,553.89
31298,553.888
31299,553.886
31300,553.884
31301,553.882
31302,553.9
31303,553.898
31304,553.896
31305,553.894
31306,553.892
31307,553.891
31308,553.889
31309,553.887
31310,553.885
31311,553.883
31312,553.881
31313,553.879
31314,553.877
31315,553.895
31316,553.893
31317,553.891
31318,553.889
31319,553.887
31320,553.885
31321,553.883
31322,553.882
31323,553.88
31324,553.878
31325,553.876
31326,553.874
31327,553.872
31328,553.87
31329,553.868
31330,553.866
31331,553.864
31332,553.862
31333,553.88
31334,553.878
31335,553.876
31336,553.874
31337,553.873
31338,553.871
31339,553.869
31340,553.867
31341,553.865
31342,553.863
31343,553.861
31344,553.859
31345,553.857
31346,553.855
31347,553.873
31348,553.871
31349,553.869
31350,553.867
31351,553.865
31352,553.864
31353,553.862
31354,553.86
31355,553.858
31356,553.856
31357,553.874
31358,553.872
31359,553.87
31360,553.868
31361,553.866
31362,553.864
31363,553.862
31364,553.86
31365,553.858
31366,553.856
31367,553.855
31368,553.853
31369,553.851
31370,553.849
31371,553.847
31372,553.845
31373,553.843
31374,553.841
31375,553.839
31376,553.837
31377,553.836
31378,553.834
31379,553.832
31380,553.83
31381,553.828
31382,553.826
31383,553.824
31384,553.822
31385,553.82
31386,553.818
31387,553.836
31388,553.834
31389,553.832
31390,553.83
31391,553.829
31392,553.827
31393,553.844
31394,553.842
31395,553.84
31396,553.839
31397,553.837
31398,553.835
31399,553.833
31400,553.831
31401,553.829
31402,553.827
31403,553.845
31404,553.862
31405,553.861
31406,553.859
31407,553.876
31408,553.874
31409,553.872
31410,553.871
31411,553.869
31412,553.867
31413,553.865
31414,553.863
31415,553.881
31416,553.879
31417,553.877
31418,553.875
31419,553.873
31420,553.871
31421,553.869
31422,553.867
31423,553.865
31424,553.864
31425,553.862
31426,553.86
31427,553.858
31428,553.875
31429,553.874
31430,553.872
31431,553.87
31432,553.868
31433,553.866
31434,553.864
31435,553.862
31436,553.86
31437,553.858
31438,553.856
31439,553.855
31440,553.853
31441,553.87
31442,553.868
31443,553.866
31444,553.865
31445,553.863
31446,553.861
31447,553.859
31448,553.857
31449,553.855
31450,553.853
31451,553.851
31452,553.849
31453,553.848
31454,553.846
31455,553.844
31456,553.842
31457,553.84
31458,553.838
31459,553.836
31460,553.834
31461,553.832
31462,553.83
31463,553.829
31464,553.846
31465,553.844
31466,553.842
31467,553.84
31468,553.839
31469,553.837
31470,553.835
31471,553.833
31472,553.831
31473,553.829
31474,553.827
31475,553.825
31476,553.823
31477,553.822
31478,553.82
31479,553.837
31480,553.835
31481,553.833
31482,553.832
31483,553.83
31484,553.828
31485,553.826
31486,553.843
31487,553.842
31488,553.84
31489,553.838
31490,553.836
31491,553.834
31492,553.832
31493,553.83
31494,553.828
31495,553.826
31496,553.825
31497,553.823
31498,553.821
31499,553.819
31500,553.836
31501,553.835
31502,553.833
31503,553.85
31504,553.848
31505,553.846
31506,553.845
31507,553.843
31508,553.841
31509,553.839
31510,553.837
31511,553.835
31512,553.833
31513,553.831
31514,553.829
31515,553.827
31516,553.845
31517,553.863
31518,553.861
31519,553.859
31520,553.857
31521,553.855
31522,553.853
31523,553.851
31524,553.869
31525,553.867
31526,553.865
31527,553.863
31528,553.861
31529,553.859
31530,553.858
31531,553.856
31532,553.854
31533,553.852
31534,553.85
31535,553.848
31536,553.846
31537,553.844
31538,553.842
31539,553.84
31540,553.839
31541,553.837
31542,553.835
31543,553.833
31544,553.831
31545,553.829
31546,553.827
31547,553.825
31548,553.823
31549,553.822
31550,553.82
31551,553.837
31552,553.835
31553,553.833
31554,553.832
31555,553.83
31556,553.847
31557,553.845
31558,553.843
31559,553.842
31560,553.84
31561,553.838
31562,553.836
31563,553.834
31564,553.832
31565,553.83
31566,553.848
31567,553.846
31568,553.863
31569,553.862
31570,553.879
31571,553.877
31572,553.875
31573,553.873
31574,553.872
31575,553.87
31576,553.868
31577,553.866
31578,553.864
31579,553.862
31580,553.86
31581,553.858
31582,553.856
31583,553.855
31584,553.853
31585,553.851
31586,553.868
31587,553.866
31588,553.864
31589,553.863
31590,553.861
31591,553.859
31592,553.857
31593,553.855
31594,553.853
31595,553.851
31596,553.849
31597,553.848
31598,553.846
31599,553.863
31600,553.881
31601,553.879
31602,553.877
31603,553.875
31604,553.873
31605,553.871
31606,553.869
31607,553.867
31608,553.885
31609,553.883
31610,553.881
31611,553.879
31612,553.877
31613,553.876
31614,553.874
31615,553.872
31616,553.87
31617,553.868
31618,553.866
31619,553.864
31620,553.882
31621,553.88
31622,553.878
31623,553.876
31624,553.874
31625,553.892
31626,553.89
31627,553.888
31628,553.886
31629,553.884
31630,553.882
31631,553.88
31632,553.898
31633,553.896
31634,553.894
31635,553.892
31636,553.89
31637,553.888
31638,553.887
31639,553.885
31640,553.883
31641,553.881
31642,553.879
31643,553.877
31644,553.875
31645,553.873
31646,553.871
31647,553.87
31648,553.868
31649,553.866
31650,553.864
31651,553.862
31652,553.88
31653,553.878
31654,553.876
31655,553.874
31656,553.872
31657,553.87
31658,553.868
31659,553.866
31660,553.864
31661,553.863
31662,553.861
31663,553.859
31664,553.876
31665,553.874
31666,553.873
31667,553.89
31668,553.908
31669,553.906
31670,553.904
31671,553.902
31672,553.9
31673,553.898
31674,553.916
31675,553.914
31676,553.912
31677,553.929
31678,553.927
31679,553.926
31680,553.924
31681,553.922
31682,553.92
31683,553.918
31684,553.916
31685,553.914
31686,553.912
31687,553.91
31688,553.909
31689,553.907
31690,553.905
31691,553.903
31692,553.901
31693,553.899
31694,553.897
31695,553.895
31696,553.893
31697,553.892
31698,553.89
31699,553.888
31700,553.886
31701,553.884
31702,553.882
31703,553.88
31704,553.878
31705,553.877
31706,553.875
31707,553.892
31708,553.89
31709,553.888
31710,553.886
31711,553.885
31712,553.883
31713,553.881
31714,553.879
31715,553.877
31716,553.875
31717,553.873
31718,553.871
31719,553.87
31720,553.868
31721,553.866
31722,553.864
31723,553.862
31724,553.86
31725,553.858
31726,553.856
31727,553.854
31728,553.872
31729,553.87
31730,553.868
31731,553.866
31732,553.864
31733,553.863
31734,553.861
31735,553.859
31736,553.857
31737,553.855
31738,553.853
31739,553.851
31740,553.849
31741,553.847
31742,553.865
31743,553.863
31744,553.861
31745,553.859
31746,553.857
31747,553.856
31748,553.854
31749,553.852
31750,553.85
31751,553.848
31752,553.846
31753,553.844
31754,553.842
31755,553.841
31756,553.839
31757,553.837
31758,553.835
31759,553.833
31760,553.831
31761,553.849
31762,553.866
31763,553.864
31764,553.862
31765,553.86
31766,553.858
31767,553.857
31768,553.855
31769,553.853
31770,553.851
31771,553.849
31772,553.847
31773,553.845
31774,553.843
31775,553.842
31776,553.84
31777,553.838
31778,553.836
31779,553.834
31780,553.832
31781,553.85
31782,553.848
31783,553.846
31784,553.844
31785,553.842
31786,553.84
31787,553.858
31788,553.856
31789,553.854
31790,553.852
31791,553.85
31792,553.848
31793,553.846
31794,553.845
31795,553.843
31796,553.841
31797,553.839
31798,553.837
31799,553.835
31800,553.833
31801,553.851
31802,553.849
31803,553.866
31804,553.864
31805,553.862
31806,553.861
31807,553.859
31808,553.857
31809,553.855
31810,553.853
31811,553.851
31812,553.849
31813,553.847
31814,553.846
31815,553.844
31816,553.842
31817,553.84
31818,553.838
31819,553.836
31820,553.834
31821,553.832
31822,553.831
31823,553.829
31824,553.827
31825,553.825
31826,553.823
31827,553.821
31828,553.839
31829,553.837
31830,553.835
31831,553.852
31832,553.85
31833,553.868
31834,553.885
31835,553.883
31836,553.901
31837,553.899
31838,553.897
31839,553.895
31840,553.893
31841,553.891
31842,553.89
31843,553.888
31844,553.886
31845,553.884
31846,553.882
31847,553.88
31848,553.878
31849,553.896
31850,553.894
31851,553.892
31852,553.89
31853,553.888
31854,553.886
31855,553.884
31856,553.883
31857,553.881
31858,553.898
31859,553.896
31860,553.914
31861,553.912
31862,553.91
31863,553.908
31864,553.906
31865,553.904
31866,553.902
31867,553.9
31868,553.899
31869,553.897
31870,553.895
31871,553.912
31872,553.91
31873,553.908
31874,553.907
31875,553.905
31876,553.903
31877,553.901
31878,553.899
31879,553.897
31880,553.895
31881,553.893
31882,553.892
31883,553.89
31884,553.888
31885,553.886
31886,553.884
31887,553.882
31888,553.88
31889,553.878
31890,553.877
31891,553.875
31892,553.873
31893,553.871
31894,553.869
31895,553.867
31896,553.865
31897,553.864
31898,553.862
31899,553.86
31900,553.858
31901,553.856
31902,553.854
31903,553.872
31904,553.87
31905,553.887
31906,553.885
31907,553.883
31908,553.881
31909,553.88
31910,553.897
31911,553.895
31912,553.893
31913,553.891
31914,553.889
31915,553.888
31916,553.886
31917,553.884
31918,553.882
31919,553.88
31920,553.878
31921,553.876
31922,553.874
31923,553.873
31924,553.871
31925,553.869
31926,553.867
31927,553.865
31928,553.863
31929,553.861
31930,553.859
31931,553.858
31932,553.856
31933,553.854
31934,553.852
31935,553.85
31936,553.848
31937,553.846
31938,553.845
31939,553.843
31940,553.841
31941,553.839
31942,553.856
31943,553.854
31944,553.853
31945,553.851
31946,553.849
31947,553.847
31948,553.845
31949,553.843
31950,553.841
31951,553.839
31952,553.838
31953,553.836
31954,553.834
31955,553.832
31956,553.83
31957,553.828
31958,553.826
31959,553.825
31960,553.823
31961,553.821
31962,553.819
31963,553.817
31964,553.815
31965,553.813
31966,553.812
31967,553.81
31968,553.808
31969,553.806
31970,553.804
31971,553.802
31972,553.8
31973,553.798
31974,553.797
31975,553.795
31976,553.793
31977,553.791
31978,553.789
31979,553.787
31980,553.785
31981,553.784
31982,553.801
31983,553.799
31984,553.797
31985,553.795
31986,553.793
31987,553.792
31988,553.809
31989,553.807
31990,553.805
31991,553.803
31992,553.801
31993,553.8
31994,553.798
31995,553.796
31996,553.794
31997,553.792
31998,553.79
31999,553.788
32000,553.787
32001,553.804
32002,553.802
32003,553.8
32004,553.798
32005,553.796
32006,553.795
32007,553.793
32008,553.791
32009,553.789
32010,553.787
32011,553.785
32012,553.783
32013,553.781
32014,553.78
32015,553.778
32016,553.776
32017,553.774
32018,553.772
32019,553.77
32020,553.768
32021,553.767
32022,553.765
32023,553.763
32024,553.761
32025,553.759
32026,553.757
32027,553.755
32028,553.754
32029,553.752
32030,553.75
32031,553.748
32032,553.746
32033,553.744
32034,553.742
32035,553.741
32036,553.739
32037,553.737
32038,553.735
32039,553.733
32040,553.731
32041,553.729
32042,553.728
32043,553.726
32044,553.724
32045,553.722
32046,553.72
32047,553.737
32048,553.736
32049,553.753
32050,553.751
32051,553.749
32052,553.747
32053,553.745
32054,553.763
32055,553.761
32056,553.759
32057,553.757
32058,553.755
32059,553.753
32060,553.752
32061,553.75
32062,553.748
32063,553.746
32064,553.744
32065,553.742
32066,553.74
32067,553.739
32068,553.737
32069,553.735
32070,553.733
32071,553.731
32072,553.729
32073,553.727
32074,553.726
32075,553.724
32076,553.722
32077,553.739
32078,553.737
32079,553.735
32080,553.734
32081,553.732
32082,553.73
32083,553.728
32084,553.726
32085,553.724
32086,553.722
32087,553.721
32088,553.719
32089,553.717
32090,553.715
32091,553.713
32092,553.73
32093,553.729
32094,553.746
32095,553.744
32096,553.742
32097,553.74
32098,553.738
32099,553.737
32100,553.735
32101,553.733
32102,553.731
32103,553.729
32104,553.727
32105,553.725
32106,553.743
32107,553.741
32108,553.758
32109,553.756
32110,553.754
32111,553.753
32112,553.751
32113,553.768
32114,553.785
32115,553.783
32116,553.781
32117,553.78
32118,553.778
32119,553.776
32120,553.774
32121,553.772
32122,553.77
32123,553.768
32124,553.767
32125,553.765
32126,553.763
32127,553.761
32128,553.759
32129,553.757
32130,553.775
32131,553.773
32132,553.771
32133,553.769
32134,553.767
32135,553.765
32136,553.763
32137,553.762
32138,553.76
32139,553.758
32140,553.756
32141,553.754
32142,553.752
32143,553.75
32144,553.749
32145,553.747
32146,553.745
32147,553.743
32148,553.741
32149,553.739
32150,553.738
32151,553.736
32152,553.734
32153,553.732
32154,553.73
32155,553.728
32156,553.726
32157,553.725
32158,553.723
32159,553.721
32160,553.719
32161,553.717
32162,553.715
32163,553.713
32164,553.712
32165,553.729
32166,553.727
32167,553.725
32168,553.723
32169,553.721
32170,553.72
32171,553.718
32172,553.716
32173,553.714
32174,553.712
32175,553.71
32176,553.708
32177,553.707
32178,553.705
32179,553.703
32180,553.701
32181,553.699
32182,553.697
32183,553.696
32184,553.694
32185,553.692
32186,553.69
32187,553.688
32188,553.686
32189,553.684
32190,553.702
32191,553.7
32192,553.698
32193,553.696
32194,553.694
32195,553.692
32196,553.71
32197,553.708
32198,553.706
32199,553.704
32200,553.721
32201,553.719
32202,553.718
32203,553.716
32204,553.714
32205,553.712
32206,553.71
32207,553.727
32208,553.745
32209,553.743
32210,553.741
32211,553.739
32212,553.737
32213,553.735
32214,553.733
32215,553.751
32216,553.749
32217,553.747
32218,553.764
32219,553.762
32220,553.76
32221,553.759
32222,553.757
32223,553.755
32224,553.753
32225,553.751
32226,553.749
32227,553.767
32228,553.765
32229,553.763
32230,553.761
32231,553.759
32232,553.757
32233,553.755
32234,553.754
32235,553.752
32236,553.75
32237,553.748
32238,553.746
32239,553.763
32240,553.762
32241,553.76
32242,553.758
32243,553.756
32244,553.754
32245,553.752
32246,553.751
32247,553.749
32248,553.747
32249,553.745
32250,553.743
32251,553.741
32252,553.739
32253,553.738
32254,553.736
32255,553.734
32256,553.732
32257,553.73
32258,553.728
32259,553.727
32260,553.725
32261,553.723
32262,553.721
32263,553.719
32264,553.717
32265,553.715
32266,553.714
32267,553.712
32268,553.71
32269,553.708
32270,553.706
32271,553.704
32272,553.703
32273,553.701
32274,553.699
32275,553.697
32276,553.695
32277,553.693
32278,553.692
32279,553.69
32280,553.688
32281,553.686
32282,553.684
32283,553.682
32284,553.68
32285,553.679
32286,553.677
32287,553.675
32288,553.673
32289,553.671
32290,553.669
32291,553.668
32292,553.666
